ra,dec,period,Vmag,e_Vmag,Icmag,e_Icmag,E(B-V),source,main category,class,V-Ic,e_V-Ic,bmag,e_bmag,rmag,e_rmag,imag,e_imag,period_fo,vamp,e_vamp,bamp,err_ampb,ramp,e_ramp,iamp,e_iamp,vamp_sec,e_vamp_sec,bamp_sec,e_bamp_sec,gmag,bpmag,rpmag,bp-rp
39.86,-34.6742,0.37206,21.321,0.028,20.799,0.042,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.4575,-34.4075,0.54365,21.389,0.027,20.755,0.036,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.4617,-34.46,0.58252,21.346,0.021,20.744,0.035,0.03,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.4662,-34.4389,0.58052,21.419,0.023,20.887,0.033,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.47,-34.7708,0.16459,21.469,0.029,20.56,0.033,0.034,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.4725,-34.8708,0.5926,21.344,0.026,20.781,0.035,0.035,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.4792,-34.6239,0.40322,21.401,0.026,20.911,0.035,0.035,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.4833,-34.4589,0.33797,21.468,0.02,21.101,0.036,0.03,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.4837,-34.7256,0.51202,21.544,0.022,20.849,0.036,0.034,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.4858,-34.5853,0.54362,21.392,0.022,20.766,0.031,0.035,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.4875,-34.3669,0.56046,21.455,0.021,20.838,0.032,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.4875,-34.7111,0.56818,21.474,0.024,21.015,0.04,0.035,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.49,-34.5456,0.5917,21.359,0.022,20.95,0.035,0.034,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.4937,-34.7678,0.58916,21.343,0.023,20.715,0.034,0.034,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.495,-34.7908,0.3467,21.348,0.021,20.786,0.033,0.034,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.4962,-34.8211,0.61108,21.4,0.021,20.728,0.032,0.034,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.4983,-34.5958,0.41234,21.282,0.022,20.719,0.031,0.035,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.4983,-34.7861,0.55731,21.321,0.021,20.794,0.034,0.034,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5004,-34.3683,0.61252,21.347,0.022,20.741,0.031,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5004,-34.5911,0.37461,21.504,0.023,20.763,0.035,0.035,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5012,-34.4083,0.60619,21.395,0.021,20.814,0.033,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5017,-34.5044,0.37532,21.387,0.021,20.808,0.031,0.032,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5046,-34.6128,0.56237,21.589,0.024,20.925,0.035,0.035,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5058,-34.8467,0.67512,21.182,0.02,20.343,0.029,0.034,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5067,-34.4886,0.56304,21.46,0.022,20.791,0.033,0.032,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5087,-34.7394,0.56136,21.398,0.024,20.878,0.038,0.034,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5117,-34.4919,0.57273,21.344,0.026,20.836,0.056,0.032,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5179,-34.7425,0.62225,21.43,0.023,20.876,0.035,0.035,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5192,-34.3522,0.60205,21.424,0.022,20.802,0.033,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5196,-34.6997,0.53559,21.399,0.024,20.782,0.034,0.035,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5271,-34.3311,0.56235,21.36,0.019,20.749,0.03,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5271,-34.7306,0.6256,21.363,0.023,20.778,0.035,0.035,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5287,-34.7708,0.56588,21.346,0.023,20.718,0.034,0.034,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.53,-34.4225,0.59151,21.336,0.019,20.557,0.027,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.53,-34.8122,0.28775,21.272,0.023,20.821,0.035,0.034,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5346,-34.6797,0.64647,21.396,0.026,20.811,0.038,0.036,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5367,-34.7525,0.53501,21.304,0.02,20.846,0.035,0.034,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5421,-34.4378,0.59144,21.463,0.022,20.796,0.034,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5446,-34.5669,0.58577,21.466,0.021,20.774,0.033,0.035,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5458,-34.925,0.28936,21.324,0.022,20.797,0.034,0.033,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5537,-34.7442,0.5428,21.362,0.024,20.906,0.036,0.035,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5537,-34.8531,0.58726,21.369,0.022,20.787,0.035,0.033,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5562,-34.9736,0.39833,21.309,0.024,20.779,0.032,0.033,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5679,-34.9236,0.73723,21.427,0.025,20.785,0.032,0.033,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.57,-34.9467,0.65953,21.21,0.019,20.655,0.029,0.033,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.575,-34.9644,0.59404,21.406,0.022,20.78,0.034,0.033,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5762,-34.7208,0.2838,21.195,0.02,20.642,0.029,0.035,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5812,-34.4294,0.54797,21.404,0.026,20.754,0.054,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5817,-34.4108,0.61665,21.386,0.022,20.84,0.035,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5829,-34.6339,0.55108,21.493,0.024,20.893,0.032,0.036,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5829,-34.9383,0.55445,21.507,0.025,20.943,0.038,0.033,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5858,-34.8992,0.61515,21.243,0.021,20.728,0.032,0.032,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.59,-34.7569,0.62817,21.173,0.019,20.781,0.032,0.034,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5904,-34.8658,0.61012,21.3,0.021,20.787,0.032,0.032,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5925,-34.8142,0.28982,21.331,0.022,20.776,0.033,0.033,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5992,-34.8569,0.5739,21.409,0.022,21.021,0.038,0.032,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6025,-34.5597,0.57956,21.513,0.022,20.969,0.037,0.034,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6062,-34.5469,0.31617,21.473,0.022,21.077,0.039,0.032,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6112,-34.54,0.53789,21.377,0.021,20.897,0.033,0.032,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6125,-34.4897,0.42953,21.455,0.024,21.102,0.038,0.031,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6146,-34.8656,0.62625,21.347,0.022,20.742,0.034,0.032,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6167,-34.5081,0.59722,21.452,0.021,20.644,0.031,0.03,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6167,-34.5392,0.4265,21.202,0.02,20.478,0.028,0.031,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6192,-34.3389,0.5352,21.534,0.021,20.858,0.034,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6192,-34.9044,0.62845,21.344,0.02,20.832,0.033,0.031,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.62,-34.3897,0.60243,21.293,0.02,20.768,0.031,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6229,-34.5528,0.51869,21.597,0.026,21.168,0.037,0.032,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.625,-34.9442,0.59166,21.43,0.023,20.781,0.035,0.032,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6254,-34.7189,0.57691,21.468,0.033,20.886,0.066,0.034,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6304,-34.4706,0.53505,25.299,0.021,17.621,0.029,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6317,-34.3561,0.57582,21.441,0.022,20.68,0.03,0.03,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6329,-34.5208,0.59493,21.518,0.024,20.963,0.033,0.031,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6337,-34.7331,0.65407,21.223,0.02,20.622,0.03,0.034,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.635,-34.6842,0.58765,21.375,0.023,20.682,0.037,0.034,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6354,-34.8814,0.6023,21.401,0.023,20.823,0.034,0.031,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6375,-34.7356,0.54458,21.497,0.026,20.864,0.042,0.034,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6417,-34.5358,0.57019,21.138,0.017,20.507,0.028,0.031,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6421,-34.3636,0.63237,21.46,0.023,20.898,0.036,0.03,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6421,-34.4508,0.62728,21.134,0.017,20.565,0.027,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6429,-34.5158,0.54025,21.657,0.023,21.153,0.04,0.03,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6462,-34.5064,0.57872,21.236,0.019,20.761,0.03,0.03,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6467,-34.5803,0.59263,21.452,0.025,20.913,0.035,0.032,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6479,-34.8517,0.61778,21.631,0.025,21.213,0.04,0.031,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.65,-34.9553,0.57217,21.456,0.026,20.711,0.035,0.033,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6508,-34.4728,0.38064,21.316,0.019,20.532,0.028,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6533,-34.58,0.67041,21.492,0.024,20.817,0.033,0.03,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6542,-34.465,0.57242,21.252,0.019,20.716,0.031,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6546,-34.9075,0.42006,21.37,0.022,20.951,0.036,0.031,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6579,-34.6128,0.57846,21.235,0.027,20.704,0.051,0.031,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6583,-34.5778,0.65021,21.258,0.023,20.732,0.054,0.03,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6604,-34.7436,0.59212,21.31,0.026,20.737,0.058,0.032,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6662,-34.6961,0.51895,21.547,0.025,20.849,0.037,0.032,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6692,-34.5236,0.61536,21.451,0.023,20.806,0.033,0.03,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.67,-34.3294,0.58545,21.342,0.021,20.781,0.033,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6704,-34.4533,0.43118,21.516,0.026,21.068,0.039,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6704,-34.5481,0.54646,21.431,0.022,20.724,0.033,0.03,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6742,-34.4808,0.60536,21.116,0.02,20.416,0.026,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6767,-34.4642,0.42941,21.074,0.018,20.645,0.029,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6767,-34.5003,0.61299,21.222,0.019,20.629,0.028,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6842,-34.5225,0.61419,21.558,0.026,20.905,0.037,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6842,-34.8164,0.5801,21.45,0.023,20.918,0.038,0.03,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6867,-34.8961,0.58178,21.423,0.021,20.781,0.036,0.031,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6879,-34.6175,0.55119,21.335,0.02,20.761,0.033,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6883,-34.8014,0.60228,21.528,0.029,20.985,0.047,0.03,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.69,-34.4489,0.69429,20.981,0.022,20.398,0.046,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6908,-34.4081,0.58699,21.32,0.028,20.786,0.058,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6908,-34.615,0.69761,21.196,0.019,20.672,0.029,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6917,-34.81,0.59811,21.222,0.028,20.712,0.037,0.03,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6933,-34.3528,0.5976,21.241,0.019,20.666,0.029,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6942,-34.3297,0.56402,21.437,0.021,20.95,0.035,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6942,-34.5006,0.6702,21.3,0.022,20.626,0.03,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6954,-34.8167,0.34528,21.416,0.024,20.907,0.037,0.03,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6954,-34.9617,0.30521,21.448,0.024,20.965,0.034,0.033,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7054,-34.9464,0.63381,21.258,0.023,20.766,0.035,0.032,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7058,-34.8356,0.61115,21.312,0.022,20.716,0.032,0.03,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7062,-34.7567,0.61238,21.185,0.021,20.735,0.031,0.03,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7079,-34.775,0.56221,21.031,0.02,20.544,0.026,0.03,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7092,-34.7494,0.56878,21.317,0.025,20.9,0.034,0.03,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7117,-34.7575,0.33956,21.377,0.026,21.06,0.036,0.03,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7125,-34.7053,0.65572,21.195,0.022,20.762,0.031,0.03,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7133,-34.3881,0.58039,21.348,0.021,20.787,0.033,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7162,-34.4861,0.57947,21.417,0.023,20.938,0.038,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7171,-34.3822,0.37876,21.283,0.023,20.824,0.034,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7179,-34.5269,0.60354,21.41,0.023,20.794,0.036,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7192,-34.6286,0.56191,21.164,0.02,20.789,0.034,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7196,-34.6003,0.52441,21.307,0.023,20.804,0.053,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7233,-34.9217,0.2279,21.302,0.022,20.822,0.033,0.032,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7246,-34.7081,0.5534,21.623,0.028,21.052,0.039,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.725,-34.54,0.60498,25.482,0.021,17.969,0.034,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7275,-34.5906,0.59457,21.1,0.018,20.58,0.027,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7292,-34.7978,0.55759,21.373,0.022,20.901,0.036,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7296,-34.62,0.63614,21.074,0.019,20.563,0.028,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7308,-34.3953,0.3807,21.366,0.024,20.757,0.032,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7342,-34.8339,0.31784,21.456,0.025,20.729,0.034,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.735,-34.5494,0.57788,21.462,0.024,20.79,0.035,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.74,-34.4528,0.59402,21.335,0.029,20.793,0.06,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7425,-34.3867,0.32749,21.394,0.022,20.891,0.033,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7425,-34.5692,0.57495,21.127,0.019,20.534,0.028,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7425,-34.6933,0.60569,21.302,0.03,20.824,0.065,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7458,-34.3356,0.66388,20.993,0.017,20.459,0.025,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7458,-34.7711,0.62594,21.253,0.02,20.632,0.03,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7471,-34.6217,0.63663,21.564,0.025,20.891,0.04,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7483,-34.3961,0.35786,21.446,0.022,20.63,0.033,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7504,-34.7022,0.26929,21.352,0.024,20.772,0.033,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7508,-34.7764,0.36242,21.252,0.021,20.575,0.03,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7512,-34.8967,0.57616,21.297,0.023,20.716,0.034,0.03,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7517,-34.6175,0.53486,21.299,0.022,20.784,0.033,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7521,-34.5153,0.67308,21.224,0.019,20.466,0.028,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.76,-34.4403,0.5188,21.31,0.019,20.479,0.028,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7633,-34.3419,0.5357,21.517,0.023,20.961,0.036,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7654,-34.4022,0.56593,21.411,0.023,20.98,0.039,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7671,-34.7253,0.27588,21.215,0.021,20.673,0.031,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7675,-34.4611,0.58253,21.37,0.022,20.844,0.034,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7692,-34.9214,0.57056,21.458,0.024,20.856,0.036,0.031,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.77,-34.6833,0.56761,21.408,0.024,20.864,0.038,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7704,-34.8267,0.61422,21.448,0.025,20.843,0.036,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7708,-34.87,0.56298,21.419,0.025,20.942,0.037,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7733,-34.5844,0.58704,21.25,0.022,20.551,0.029,0.026,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7746,-34.9842,0.44421,21.311,0.022,20.753,0.034,0.032,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7762,-34.7019,0.28448,21.397,0.025,20.96,0.041,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7779,-34.4683,0.54891,21.432,0.019,20.746,0.032,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7792,-34.555,0.63398,21.351,0.024,20.772,0.034,0.026,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7796,-34.5544,0.33609,20.78,0.017,19.971,0.019,0.026,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7808,-34.8428,0.57738,21.013,0.03,20.399,0.059,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7812,-34.4403,0.62738,21.048,0.02,20.389,0.026,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7837,-34.3325,0.53558,21.575,0.025,20.989,0.039,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7921,-34.3997,0.58359,21.327,0.022,20.727,0.032,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7937,-34.6831,0.42479,21.181,0.02,20.527,0.029,0.026,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.795,-34.9811,0.67149,21.136,0.019,20.467,0.027,0.03,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7954,-34.8225,0.55678,21.458,0.022,20.83,0.033,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7958,-34.3494,0.65382,21.359,0.027,20.768,0.057,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7983,-34.6319,0.56104,21.403,0.022,20.801,0.031,0.026,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7983,-34.8425,0.29478,21.433,0.024,20.749,0.034,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7987,-34.55,0.62666,21.152,0.019,20.629,0.03,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7992,-34.7728,0.6481,21.169,0.02,20.647,0.029,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8004,-34.325,0.64428,21.053,0.019,20.419,0.026,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8021,-34.5239,0.53048,21.3,0.02,20.625,0.03,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8046,-34.6714,0.2819,21.237,0.023,20.852,0.033,0.026,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8046,-34.9094,0.42072,21.294,0.022,20.676,0.029,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
