diaObjectId,dec,ra,i_psfFluxErrMean,i_psfFluxLinearSlope,i_psfFluxMAD,i_psfFluxMax,i_psfFluxMean,i_psfFluxMeanErr,i_psfFluxMin,i_psfFluxNdata,i_psfFluxSigma,i_psfFluxStetsonJ
604070726227460325,-34.56329828016165,40.52341557471821,231.665,-186376.2186240538,58.6953,1640.537841796875,1583.8701171875,163.7384490966797,1523.1473388671875,2.0,83.00762066848131,-0.9336200042171956
604070726227460312,-34.546787243051064,40.48742762001704,269.485,-612.8787343562299,126.06,4907.60546875,987.4381103515624,154.01388549804688,-1846.2275390625,3.0,3863.451187392414,10.740296033164
604070726227460315,-34.53885421859975,40.51538565312965,240.773,74472.92076037367,61.1984,1423.618408203125,1363.055419921875,170.24563598632812,1301.2215576171875,2.0,86.54764304519306,-0.9331632621793108
604070726227460314,-34.48567310283368,40.57130104553983,283.435,-323884.9350026806,220.583,9719.736328125,9497.5732421875,200.41510009765625,9278.5693359375,2.0,311.95217181145387,0.4593816982004185
604070726227460186,-34.59312791108008,40.4262881582369,417.69,41.06394230211109,246.994,-2210.96044921875,-2760.37744140625,241.1212158203125,-3614.990966796875,3.0,749.559930117905,0.5443027270019936
604070726227460221,-34.49442426932478,40.48538127465912,363.13,303047.467682776,183.052,4725.4658203125,4197.94189453125,209.458740234375,3384.12451171875,3.0,727.3626082460623,0.6832122747997822
604070726227460311,-34.54248008880113,40.48766951381191,289.431,-93.24126876887276,508.769,2978.15185546875,2565.02783203125,201.91143798828125,1960.614013671875,2.0,719.5079080484948,1.568262455019566
604070726227460187,-34.60831213438232,40.45380583078304,388.746,-624.615487633691,3409.34,3383.57861328125,349.8695678710937,273.6278991699219,-3435.108154296875,2.0,4821.539652141472,11.180049417239434
604070726227460319,-34.48622667963864,40.58432982516005,483.015,-495.3997243929496,332.994,3224.21533203125,1401.5711669921875,278.5146789550781,-2348.341796875,3.0,3125.627829332739,3.733673037222853
604070726227460295,-34.59302119270274,40.50186747629545,348.011,-172531.18558550652,261.749,3328.3193359375,3062.63623046875,246.0601501464844,2804.821533203125,2.0,370.1688462497341,0.3599798514816533
604070726227460182,-34.490991238658474,40.46636706450822,396.358,-392.78046675800135,2143.65,2172.684814453125,273.1844787597656,278.8978271484375,-2114.62353515625,2.0,3031.5848070464945,6.62224181202977
604070726227460320,-34.53998329149911,40.52476235729029,275.397,1000952.6772632088,113.376,2090.56103515625,1975.92138671875,194.7258453369141,1863.8084716796875,2.0,160.3382752857104,-0.8130412394740265
604070726227460318,-34.542446905096064,40.51989708624756,290.902,1246809.0168419883,451.635,2516.10205078125,2067.37109375,205.69566345214844,1612.83203125,2.0,638.7083560530521,1.942628441205372
604070726227460184,-34.50386496766266,40.50336235128003,335.971,224092.7934914223,221.877,4064.220947265625,3414.427490234375,193.78158569335935,3011.8828125,3.0,554.7237610471797,0.4342265783763013
604070657507983401,-34.5310811814532,40.59617451103997,557.287,-872.657715215166,4761.63,-2370.691650390625,-4331.2275390625,335.0965576171875,-11893.95703125,2.0,6733.96533203125,8.578974151809842
604070726227460276,-34.550428513762576,40.472527220962704,231.447,-225598.96103580933,196.978,1603.497314453125,1411.3306884765625,163.62107849121094,1209.542236328125,2.0,278.5683072250636,0.6674639072075659
604070726227460111,-34.476083331255104,40.436109757792096,585.746,319.4055221968915,3103.62,4785.2568359375,-172.688232421875,292.4829406738281,-3685.774658203125,4.0,4322.323278007798,6.415778331577937
604070726227460112,-34.53111415301774,40.48306604060552,722.764,-1498.3137059450328,7701.43,19910.40625,8718.345703125,322.9247436523437,-4507.2626953125,5.0,9763.465108424734,10.43661707783498
604070726227460113,-34.5043942980525,40.46764513677588,1223.96,-2210.078114820524,11055.8,53796.359375,37617.41796875,547.1317138671875,22399.12109375,5.0,13921.955646774582,9.704757512694986
604070726227460114,-34.55655137800004,40.50822310054637,538.292,-1488.2461158365568,1795.4,22505.62890625,12107.5673828125,310.4227600097656,5359.35693359375,3.0,9423.972172660167,13.450869815831089
604070726227460392,-34.53076089989982,40.45809429643307,293.842,-216721.2279459293,224.952,2108.071044921875,1880.460205078125,207.7668609619141,1658.1671142578125,2.0,318.1301202550409,0.4137578381258813
604070726227460115,-34.520091022416466,40.48337232011431,464.681,-379.7258267642321,1592.78,6676.525390625,4109.7470703125,207.16891479492188,298.87255859375,5.0,2523.5149288318744,3.665476628370213
604070726227460285,-34.59335184254927,40.44534635660418,337.433,-52162.72663125931,22.1229,2646.279052734375,2624.63916015625,238.5586853027344,2602.033203125,2.0,31.286540298149216,-0.9956928073234728
604070726227460101,-34.5402100274915,40.41705607664451,417.373,-132.97333654076652,860.401,-1883.56787109375,-3313.347900390625,184.3688507080078,-4582.93701171875,5.0,1171.840379250582,2.1931942156636337
604070726227460097,-34.593399971374566,40.41157778885064,670.689,-49.82447940622424,1706.28,2862.681884765625,-270.9608154296875,299.7414855957031,-3897.010498046875,5.0,2576.239280868298,2.746327193505905
604070726227460098,-34.589558332603815,40.39449522057409,558.691,-531.034568694398,2733.2,1568.2449951171875,-2149.13037109375,186.45172119140625,-7647.29736328125,7.0,3516.459101580484,6.273569115436715
604070726227460099,-34.55039183234369,40.414000724098045,323.9,-54.95780549112701,324.548,-1514.6885986328125,-2081.537841796875,160.6068878173828,-2562.416259765625,4.0,502.9948950341064,0.8706134117215407
604070726227460100,-34.51597507447271,40.39979258137417,377.542,-226.5588023472768,580.485,1111.0455322265625,-776.2968139648438,168.52658081054688,-3455.550048828125,4.0,2055.618903222781,5.154308157734878
604070726227460102,-34.54348847689458,40.44075092652935,337.965,-180.7702878833053,243.729,-1594.1292724609375,-2155.691162109375,165.40989685058594,-3788.80078125,4.0,991.7666971765238,1.0606458968183248
604070726227460103,-34.47333935780962,40.39503221383894,432.498,-195969.452607301,1139.72,3479.61669921875,1226.2620849609375,189.7616729736328,-1666.89208984375,4.0,2176.2394759268004,3.242678189817069
604070726227460104,-34.501287046216106,40.418181592780265,432.347,-511.9897984010599,2742.33,4883.40771484375,1153.283203125,246.6262969970703,-2078.5283203125,3.0,3506.9930283401395,6.622305885936732
604070726227460106,-34.496186201181075,40.425859470570025,304.129,-3604585.885470272,2265.31,3444.419189453125,92.35721588134766,194.75205993652344,-1086.200927734375,2.0,3203.632207843472,7.838173580585138
604070726227460107,-34.48053357933407,40.419443649852745,788.701,-928.9174349191836,5184.37,5422.84375,-4730.70849609375,321.3072204589844,-13234.751953125,6.0,8070.904090618531,8.698782086342115
