diaObjectId,dec,ra,g_psfFluxErrMean,g_psfFluxLinearSlope,g_psfFluxMAD,g_psfFluxMax,g_psfFluxMean,g_psfFluxMeanErr,g_psfFluxMin,g_psfFluxNdata,g_psfFluxSigma,g_psfFluxStetsonJ
579575393867006062,-72.54247712733381,4.903942900727128,473.373,2347.38070562703,7060.37,6877.6240234375,443.5867309570313,333.7347717285156,-7243.12353515625,2.0,9984.876354105028,19.64982493940625
579575393867006067,-72.53269926412642,4.951991794954851,362.961,838.0939933845059,2519.41,1952.6834716796875,-315.8128356933594,255.69422912597656,-3086.133544921875,2.0,3562.981681597133,8.757558500005723
579575393867006107,-72.53067935455314,4.918752282897294,350.49,839.3326007657812,2522.98,2345.615478515625,81.6275863647461,246.85101318359372,-2700.3359375,2.0,3568.02646380251,9.093077708629918
579575393867006100,-72.56653865728377,5.153553817495991,336.737,-5.0438289585390335,15.1564,-2036.5716552734373,-2053.54296875,236.8222503662109,-2066.884521484375,2.0,21.434433254954477,-0.9979793465759056
579575393867006105,-72.53912550226423,4.956468937298249,351.937,841.535260936302,2530.01,2018.344482421875,-265.3225402832031,247.96917724609372,-3041.67236328125,2.0,3577.972224514844,9.103971789660608
579575393867006220,-72.55767540587581,4.855939174554307,339.596,875.74211744594,2632.13,2973.315185546875,623.8477783203125,239.08755493164065,-2290.9541015625,2.0,3722.4005109071113,9.818699829066396
579575393867006223,-72.55719444262014,4.83567303240613,342.629,1118.6758364935613,3363.12,3987.658935546875,982.7124633789062,241.24061584472656,-2738.590576171875,2.0,4756.176641689032,12.61137075058124
579575393867006227,-72.5375740994224,4.963308988548825,345.47,773.4759210923208,2326.49,1768.211181640625,-329.4691467285156,243.39488220214844,-2884.76171875,2.0,3290.148690543449,8.48143745032968
579575393867006229,-72.53693130737281,4.958496265801303,333.53,734.5432744980089,2207.98,1772.89453125,-220.0460662841797,234.99929809570312,-2643.065185546875,2.0,3122.5550611936965,8.329983013418854
579575393867006206,-72.5686628837659,5.157924540643297,324.721,31.98002310917664,96.1227,-1792.8150634765625,-1876.39404296875,228.1371917724609,-1985.060546875,2.0,135.938084963521,-0.9084632173060848
579575393867006214,-72.56828636306145,4.861928774439039,337.3,980.5372606012544,2947.2,3258.70263671875,623.7617797851562,237.4988555908203,-2635.700439453125,2.0,4167.972386207979,11.159565010969994
579575393867006215,-72.56639941166362,4.853326725828375,315.605,695.7189410153395,2091.6,2332.77685546875,457.0977783203125,222.27102661132807,-1850.427490234375,2.0,2957.9721599357144,8.315576585270732
579575393867006218,-72.56033476307938,4.8387229678365244,330.764,1046.131704205186,3146.12,3656.710693359375,811.0138549804688,233.08338928222656,-2635.5302734375,2.0,4449.286256481868,12.267923011791348
579575393867006011,-72.58995347718256,5.108024076048965,456.792,547.911739655232,1646.43,-3435.581298828125,-4767.826171875,318.531494140625,-6728.443359375,2.0,2328.405092524604,4.006759865892703
579575393867006010,-72.58714958075795,5.1324957844995165,431.787,483.1607790885208,1451.71,-3365.863037109375,-4535.310546875,300.9317626953125,-6269.28271484375,2.0,2053.027742756437,3.679867305558233
579575393867006033,-72.56730015585121,5.02130180964319,514.217,2005.5392644027995,6027.76,2697.46337890625,-2772.0458984375,362.4333801269531,-9358.0576171875,2.0,8524.540647074693,15.285369323678353
579575393867006032,-72.55527774497887,5.119819149399038,415.55,422.6137131464428,1271.41,-2473.355224609375,-3597.45703125,292.35174560546875,-5016.1826171875,2.0,1798.0504926788994,3.409894307376357
579575393867006031,-72.56207915929113,5.090174449495097,454.65,819.295392516862,2464.38,-2439.562744140625,-4360.990234375,315.5308532714844,-7368.32080078125,2.0,3485.1582446784155,6.298626796514609
579575393867006029,-72.5546037788892,5.159908104101183,394.309,-67.84612934986431,203.932,-3696.571044921875,-3921.72021484375,277.6820068359375,-4104.43408203125,2.0,288.4027193353795,-0.6808321835832362
579575393867006028,-72.55678098292053,5.161851261017342,333.17,39.49509430738891,118.685,-1918.9102783203125,-2023.603759765625,234.3531188964844,-2156.280029296875,2.0,167.84576056408946,-0.8641118854532495
579575393867006023,-72.57202021301039,5.113453098222429,397.982,296.6551562581404,891.024,-2283.4052734375,-3055.652587890625,279.528564453125,-4065.452880859375,2.0,1260.0979476052703,2.2570699408062387
579575393867006055,-72.53294040227439,5.111389337846715,516.909,543.9133535285173,1634.87,-5243.591796875,-6683.4833984375,363.5507507324219,-8513.326171875,2.0,2312.051349241258,3.5460692610633027
579575393867006054,-72.55709615902099,4.926087118184163,485.3,2503.4305051252777,7532.46,6897.8984375,47.770294189453125,342.1000061035156,-8167.02001953125,2.0,10652.505998989178,20.453520860682374
579575393867006041,-72.54879424345636,5.095690937420765,383.631,390.9572674102766,1176.03,-1770.488037109375,-2763.233642578125,268.7760009765625,-4122.54248046875,2.0,1663.1536466193645,3.35080998119854
579575393867006048,-72.53538248147598,5.144444376658457,329.895,15.027714350741451,45.1948,-1835.0302734375,-1875.0355224609373,232.1120147705078,-1925.4197998046875,2.0,63.91504704247852,-0.981112865312346
592913706862510400,-48.745464909803005,60.01810561928038,201.497,-63621.08321458465,91.5981,1808.663818359375,1718.486328125,142.466796875,1625.4676513671875,2.0,129.53925196755895,-0.7659604737189878
592913706862510401,-48.71985388625675,60.01315456100459,1444.92,-12393.948417479714,9370.42,144250.921875,110458.53125,829.8204345703125,65179.578125,3.0,43201.66030523016,23.65331629177844
592913638143033352,-48.712315580385685,60.08173865703022,571.328,-3906.742137887386,11704.0,44263.35546875,32997.8515625,403.7772216796875,20855.38671875,2.0,16551.933436927793,27.902175042304837
592913638143033350,-48.74201281489155,60.03817427753157,221.078,-46395.506659460974,23.7356,2295.557373046875,2271.599609375,156.3204345703125,2248.086181640625,2.0,33.56720135436393,-0.9884061984106634
592913638143033347,-48.786742159695166,60.03360232373733,654.612,-1442243.1877590567,2850.16,3775.71630859375,2262.098876953125,421.3153076171875,-1924.6004638671875,2.0,4030.732644718543,4.346358734949037
