diaObjectId,ra,dec,g_psfFluxMean,r_psfFluxMean,i_psfFluxMean,g_psfFluxSigma,r_psfFluxSigma,i_psfFluxSigma,g_psfFluxChi2,r_psfFluxChi2,i_psfFluxChi2,g_psfFluxStetsonJ,r_psfFluxStetsonJ,i_psfFluxStetsonJ,g_psfFluxMAD,r_psfFluxMAD,i_psfFluxMAD,g_psfFluxNdata,r_psfFluxNdata,i_psfFluxNdata,nDiaSources,Region,Class
604063441962926988,39.92306351775797,-34.5612256200863,,310.36376953125,-6346.69921875,,2129.7069380922617,4830.208230196762,,387.673,364.565,,3.6068881718671912,4.437672087939273,,1098.33,2163.48,,20.0,11.0,31,Fornax,LPV
604064816352460848,39.9307069530709,-34.23015900311352,1311.88037109375,3498.53662109375,8970.4833984375,,15104.307319539268,16996.369643917253,3.1847e-13,14629.7,3810.97,,18.13986051553517,13.06280759082535,0.0,2142.4,2748.09,1.0,20.0,9.0,30,Fornax,LPV
604064129157693614,39.93369920657972,-34.43613259436148,,-188.8553924560547,9546.611328125,,4094.335693359375,16421.03791600923,,1640.15,2350.71,,7.480073971702141,12.526131025271514,,1860.01,6088.59,,17.0,10.0,27,Fornax,LPV
604062754768158840,39.93687240191626,-34.649234950012676,,-8915.916015625,18801.853515625,,11902.495906701517,25777.275139421472,,3630.18,5617.31,,14.477668608366312,22.19028332212362,,5750.24,17615.7,,13.0,9.0,22,Fornax,LPV
604064129157693650,39.943832492120634,-34.431297469531465,,-27.97823715209961,27746.439453125,,5610.66357421875,14689.824732949619,,1656.06,1402.26,,6.7538456620406135,9.508127595498571,,2566.25,6378.34,,20.0,9.0,29,Fornax,LPV
604062067573391418,39.949662808710585,-34.82418280370685,-1202.1121826171875,5333.978515625,5613.26220703125,,6288.538164790128,17818.88273715121,0.0,1517.76,2667.74,,7.778627450337719,17.987448138393404,0.0,2377.09,7257.84,1.0,9.0,6.0,16,Fornax,LPV
604063441962926532,39.954831683543844,-34.523267560137434,,-538.2599487304688,3262.189697265625,,6085.548010353763,12081.785581685288,,1602.33,1622.91,,8.164592008767212,10.42203980926123,,3169.85,6891.72,,15.0,11.0,26,Fornax,LPV
604064816352460829,39.96580916705542,-34.28816501391052,,1082.2926025390625,4332.3603515625,,4310.350402972789,11723.439750412666,,1150.47,2463.14,,7.633020114468302,7.762969240654455,,2190.0,1926.6,,16.0,10.0,26,Fornax,LPV
604063441962929500,39.966093056624906,-34.55554030750417,,,-13202.271484375,,,9447.934247880607,,,372.363,,,6.93390130211526,,,4692.85,,,6.0,6,Fornax,LPV
604062754768158830,39.97449284482744,-34.73411165367302,,-8170.998046875,-2697.799072265625,,8075.417762705215,15508.49568389397,,5613.87,7707.07,,21.24345403530023,28.74071964022594,,3009.74,4640.9,,11.0,11.0,22,Fornax,LPV
604063441962926106,39.97490872632198,-34.5734338064495,,-2676.56591796875,-58753.4453125,,4520.000110098264,12742.666145509029,,855.431,773.652,,4.288542583681253,7.809247923613235,,1684.32,6142.12,,19.0,8.0,27,Fornax,LPV
604062754768158841,39.974985215523795,-34.70310611508051,-1387.8939208984375,-6169.015625,-1993.775390625,,12357.840622567595,15362.223273823558,1.7558e-13,8414.49,2791.38,,12.860541931269987,14.592934537273505,0.0,2705.07,7758.02,1.0,21.0,11.0,33,Fornax,LPV
604064129157693855,39.97761223116677,-34.378526655447146,,544.3062744140625,-2064.8857421875,,4735.814453125,25638.738676293025,,3820.27,7696.43,,10.162602305024388,25.1120580759262,,3114.06,14556.8,,17.0,10.0,27,Fornax,LPV
604064129157693996,39.98003729506949,-34.42400263130112,,248.09567260742188,32.75762939453125,,4180.076171875,20527.50393672942,,1429.06,3005.6,,6.603118376951714,11.352655920989736,,3286.97,4556.5,,21.0,8.0,29,Fornax,LPV
604063441962926108,39.99153417711,-34.5968418194951,,130.48770141601562,-19041.9375,,3882.6344284062047,11414.40352272892,,1054.44,1397.78,,5.431358335600915,9.668358499537478,,2039.05,6912.1,,21.0,11.0,32,Fornax,LPV
604063441962926104,39.99316052991398,-34.60596006151906,,-1535.6065673828125,15860.630859375,,3601.026164368139,10384.961498472643,,834.637,874.014,,4.547710841781193,8.757825594735273,,2008.25,7792.08,,19.0,10.0,29,Fornax,LPV
604063441962926115,39.99798960803365,-34.54536887361031,,-10765.9638671875,-2054.025634765625,,7241.7946409571005,30217.94187352453,,7958.49,18086.2,,14.573703109137295,38.34344360615945,,3670.32,15218.8,,15.0,11.0,26,Fornax,LPV
604064129157693888,40.00392823325218,-34.37869518239467,,-9338.3974609375,-3329.457763671875,,4581.623046875,12731.969291043579,,1584.92,1596.71,,5.88442830517057,14.220712390196951,,2220.84,5770.85,,17.0,8.0,25,Fornax,LPV
