decl,diaObjectId,iPSFluxChi2,iPSFluxErrMean,iPSFluxLinearSlope,iPSFluxMAD,iPSFluxMax,iPSFluxMean,iPSFluxMeanErr,iPSFluxMin,iPSFluxNData,iPSFluxSigma,iPSFluxStetsonJ,iPSFluxSkew
-44.2125826,1249643343479046996,153296.5342729,679.9344965,85.4272702,44499.8857448,343761.9576007,101268.9262539,235.0845587,-27980.626071,8.0,107749.7986011,109.7450384,1.0762083
-44.1819786,1249643343479047188,109.7108757,516.6932269,-3.082749,1161.4975915,1860.5386699,-529.3644048,216.0151993,-4279.8734887,4.0,2634.5217015,4.5222447,1.2349196
-44.2128328,1249643343479047192,339.5430989,596.503696,-2.2675715,3117.9514193,3687.9291779,285.3349088,167.2860125,-4437.4090401,12.0,3382.3901522,5.0207598,-0.1129714
-44.0379141,1249643343479047197,109.4158056,499.3904336,11.93765,1022.4865441,2802.9046543,-2457.3500699,246.1417466,-4715.4776178,4.0,3292.4812669,3.8044544,1.5877274
-44.2071181,1249643343479046749,522979.1438508,1100.5485035,182.7621967,61432.605123,532234.8248497,-208512.5301884,309.6880186,-501021.1959449,12.0,290875.3654754,143.2806123,1.6194911
-44.2034721,1249643343479047568,59383.7649072,842.4307051,-183.8653714,31658.8404062,346219.5027628,236469.5708771,418.327934,86702.8191552,4.0,112708.6292787,94.1464975,-1.5663367
-44.1195926,1249643343479047575,115307.1570606,687.4870142,-3663.6397192,147873.3616899,322729.3213045,82270.3381244,358.5430582,-11190.3286695,3.0,167323.0832454,210.1133526,0.3402295
-44.1234383,1249643343479047552,1197645.4428675,761.2953927,-96.3431537,166970.2919971,737933.5233394,109686.0994428,169.1667341,-59504.3082851,16.0,236181.0122979,237.3014532,0.7839259
-44.0148878,1249643343479046757,46123.7675256,612.4850934,-79.9275449,16113.7092877,17712.397105,-26345.2692184,184.2391744,-114852.4272669,11.0,43271.3744832,52.2715607,-1.2245712
-44.1356562,1249643343479047556,1.0474453,505.3447012,-0.4510596,172.6956581,-2244.0489709,-2591.8381989,251.8601632,-2868.5155282,4.0,291.0577636,-0.7838071,0.7126846
-44.1414376,1249643343479047598,107.4756918,489.093116,-2.5003047,2433.1594753,2490.639461,209.8823568,240.2976726,-3015.2671357,4.0,2947.9853937,4.985329,-0.0364446
-44.2121534,1249643343479047582,104014.0615207,813.7336586,-369.4363891,67490.0036004,316350.9854018,170862.5903936,391.7597669,28661.6192307,4.0,134234.3015673,156.1991981,-0.9865722
-44.1224957,1249643343479047585,115.1188702,644.2853868,-3.9412062,1404.9893885,3804.6778374,710.8796585,275.9175273,-3443.7300797,5.0,3513.5392727,4.3213318,-0.5352993
-44.1830898,1249643343479046722,131.7730868,561.4049567,5.0819925,611.0685839,2764.7604629,-699.9539511,250.2502139,-3372.0336142,5.0,3188.1830301,4.159868,0.586315
-44.1617797,1249643343479046721,71.7370125,447.7238503,2.0573163,1638.8648461,2993.2318139,706.4219744,194.5516305,-2290.5780586,4.0,2272.0546094,3.7619208,-0.2379992
-44.2143535,1249643343479046720,379914.5443015,804.7921136,128.3290698,62027.5949536,218985.1515571,-265918.6489326,180.4342887,-430755.3554784,19.0,138639.2944768,105.1421648,2.1400495
-44.1489576,1249643343479047668,99.4739447,454.2640154,-2.3616322,423.1059631,2381.8306855,-1489.3160134,199.8620505,-3703.5004699,5.0,2320.7722744,2.60697,1.7249264
-44.0446547,1249643343479047698,107.9587926,380.2082071,-0.9673234,595.2074983,2832.9506497,678.5726309,216.4637976,-2095.6635907,3.0,2690.2268891,5.2672483,-1.6371553
-44.1195665,1249643343479046730,1214461.0452624,820.7058438,160.0628294,165455.7293075,608840.1962463,110478.0533458,216.9051375,-90467.7234575,11.0,253295.5366578,323.3020962,-0.4398766
-44.2035118,1249643343479046818,42697.4144816,660.4795188,-221.6831135,78756.6941133,182756.1146059,50185.5825323,368.142652,-21072.6970612,3.0,102787.6742956,119.3818324,0.6606421
-44.0416425,1249643343479047426,113.6083355,691.4924699,11.4372037,2303.4096629,3830.5999145,-1402.8638554,303.6714488,-5139.4457801,5.0,3851.8886477,4.0057703,0.5485266
-44.1477541,1249643343479047455,96.2781742,637.4542213,-5.8064262,861.6306164,4214.1683768,-1812.4867842,279.3500863,-4050.6312856,5.0,3355.6797288,2.264588,2.0336403
-44.215935,1249643343479046812,139.4854097,580.7311009,-4.8062333,737.1810868,3003.180963,-1152.9348016,233.3614894,-3601.6757173,6.0,3108.6723533,3.3223309,0.9130606
-44.0153004,1249643343479047398,124483.7489781,756.3259119,410.4122329,16245.6273602,301224.5371655,120873.2036891,390.5911378,10737.032243,3.0,163225.5690414,231.0502701,-1.7127684
-44.1232956,1249643343479046859,830960.564904,775.8373801,-39.6073607,74295.7208326,938324.239926,119049.2204742,219.4350489,-61909.514115,10.0,309265.2231545,218.5077701,1.6160115
-44.0715748,1249643343479047389,0.2958613,378.1031107,-0.3833114,32.3683234,-1877.6864812,-1961.3682042,211.9543937,-2166.3036064,3.0,158.1196813,-0.9197039,-1.6507533
-44.2126794,1249643343479047405,82063.9467564,662.1870794,59.5208829,77459.6536568,178753.7205088,11027.8560068,304.697125,-71039.5901187,4.0,105377.7238077,136.2563876,0.0609228
-44.0147167,1249643343479046837,10425.5209143,802.9244026,57.6601119,56116.624683,127340.5539285,69805.5170076,462.7127917,8646.2971132,3.0,59376.4294004,58.5774662,-0.1630068
-44.0147468,1249643343479046768,155689.1761125,599.235407,42.5857533,59339.3493921,-30369.4519555,-124555.7715461,156.8758207,-239218.8788348,14.0,67515.3862083,94.7717575,-0.2239651
-44.2122772,1249643343479047472,127628.8048276,565.8234346,6.6669381,36245.948294,107971.9759108,-45010.980003,141.7778958,-102916.4080803,15.0,57969.5671242,73.8192864,1.1240375
-44.1863593,1249643343479047474,80.3747182,486.8763359,-7.5414913,519.0640094,2877.9568903,412.2132508,275.5881955,-2369.9755722,3.0,2891.7243825,4.2789822,-1.669479
-44.1862694,1249643343479047457,86.8394588,443.5350805,7.1712134,133.3653129,2388.8317397,-600.9998697,254.8557196,-2551.3033053,3.0,2814.479106,4.1389491,1.7276766
-43.9987718,1249643343479047458,148.3331532,511.8147923,2.4287829,779.131384,3235.1859682,-967.1676079,226.0593403,-3374.2660796,5.0,3243.5913125,4.3480671,0.5755963
-44.1230886,1249643343479046781,697177.820352,816.2082571,186.0837974,206055.0904548,569595.1133109,137508.9724474,243.1582096,-77243.4634487,9.0,222170.5697559,253.0602997,-0.0826631
-44.212396,1249643343479046778,52307.5818308,513.1993824,0.5009918,19596.1397993,28684.0013697,-92571.7258142,145.4747837,-122295.4258753,12.0,41522.3791315,48.9836756,2.2059404
-44.1963563,1249643343479049761,10.5780077,1385.1493801,7.9072855,601.7258295,24597.0981206,20589.0870991,796.7546972,18611.6774307,3.0,3295.7423332,0.8337261,1.6673231
-44.4193182,1249564178641848562,75.5015177,611.8137105,5.8178966,185.4312683,3113.6353761,791.2156244,353.0370776,-3432.8347732,3.0,3727.2302455,3.6686206,-1.7272292
-44.3972328,1249564178641848737,81.4938888,465.3916333,-0.1856411,700.4033033,2884.4125179,-652.8961156,261.8973135,-2668.626161,3.0,3024.204398,4.2611368,1.6281195
-44.3507599,1249564178641848736,12.759685,260.4301122,-60.6261924,145.5891832,1948.3573425,1456.8696494,101.7145643,1067.3446701,6.0,374.3712052,0.6048993,-0.7241128
-44.4259803,1249564178641848664,89807.8841775,1096.0336198,237.4263922,23372.5611728,151585.3774447,-139079.3908808,545.2141718,-256828.8248597,4.0,190370.905226,107.550695,1.9232923
-43.9986334,1249643343479049698,63.883416,384.5044266,-3.2728306,47.7325814,2091.0706179,-745.1231072,220.7517105,-1865.7589162,3.0,2270.8228078,3.1267233,1.7311899
-44.2901497,1249564178641848433,11475.1894539,1252.7294495,805.9498652,7727.0979104,584477.2944979,520440.2124004,720.9478138,421447.5561763,3.0,91975.8244848,56.2191734,-1.7183079
-44.3785632,1249564178641848396,113.3047347,673.9668279,8.5640239,3482.4621073,3770.0025818,-119.7062141,331.7492076,-3439.8733937,4.0,4091.4185075,5.1984147,-0.0031014
-43.9515959,1249687323944161857,272630.5479048,1689.8120941,-762.2072523,86032.0345709,340287.6511697,52710.6572559,596.3986742,-530104.3626803,8.0,327374.4466257,149.2628063,-1.0267339
-44.3476363,1249564178641848537,184172.5862454,1136.2341766,976.2551679,213259.8653615,214771.3510612,-101341.1134096,490.6219184,-336127.4399208,5.0,234082.5667563,171.8169141,0.0521854
-44.0149628,1249643343479050093,5257.5130305,656.4004817,-119.7655339,13949.2015136,127188.5220371,92676.2202467,293.0022635,60572.7696375,5.0,24447.7721595,27.6063829,0.2814848
-44.2839064,1249564178641848556,1.5282882,418.3521703,-0.5055378,222.3849775,2416.9116705,2032.1740453,234.1764603,1736.3428458,3.0,347.0258015,-0.2532089,-0.9669413
-44.2881002,1249564178641848554,15176.633749,828.8922075,-93.7232837,64517.7976527,373091.578586,289487.9236615,471.6032795,231537.9263666,3.0,70869.0171601,71.2224685,0.2640363
-44.3923358,1249564178641848558,85.7211633,466.531179,-0.8434855,249.033806,3033.5820454,885.9038393,267.1059163,-2122.3812443,3.0,2907.5743682,4.1881833,-1.7177673
-44.3317453,1249564178641849000,80.7516722,482.1246607,16.0135772,1692.8597244,2580.0749736,-934.2479111,266.9444515,-3623.7726506,3.0,3206.8289431,4.6200627,1.2050738
-44.1619896,1249643343479048862,315161.3456536,917.1077655,335.7271487,68263.1172894,547200.1914797,-143020.5055535,423.953936,-295353.9154627,4.0,385106.6702244,217.4385352,1.8575713
-44.1567076,1249643343479048910,241959.7797618,1201.5529459,-2955.766819,307286.219522,733610.1688435,317472.6825537,522.9343185,130.0377439,5.0,298458.5991103,200.0191447,-0.0388211
-44.2838001,1249564178641849101,404.3361605,354.2217117,-7.9575649,1697.7517201,4979.7505439,-510.9254956,156.4363989,-3357.0128398,5.0,3754.5304984,8.5522753,0.6954624
-44.1191783,1249643343479048603,186237.1133907,764.9857085,-2646.6508475,39331.2771842,582664.53715,154150.6015382,356.2495606,74545.1746566,4.0,240425.2252921,180.2532579,1.8858898
-44.4041227,1249564178641848743,1.1831276,252.2760171,21.7937273,47.3607719,1891.7272814,1583.4840786,120.4298741,1481.3525321,4.0,181.5442296,-0.5732116,1.6893516
-44.0279852,1249643343479048925,416343.9255354,1412.2848093,232.5680392,143311.1893347,391161.4771505,-251218.8632089,384.8079043,-518851.5123928,13.0,268705.6267632,137.2570231,1.3956416
-44.0054231,1249643343479048976,13.7950482,400.9493451,1.9484179,526.3913415,1684.537326,203.7075468,223.9742474,-546.0777231,3.0,1165.9838326,1.4987801,1.3434434
-44.2542983,1249564178641848908,82.8682882,479.0129155,9.1343793,57.5157852,2894.454006,-704.5387141,276.3955798,-2493.5020363,3.0,3094.2681341,3.8163012,1.7313776
-44.2900933,1249564178641848864,71316.3510438,1212.7030627,1239.1440365,15584.3927495,785980.7779625,452908.1388999,535.0156498,315193.1287258,5.0,178467.4424333,83.8759961,1.7300719
-44.0382379,1249634547386028149,392130.4658724,1161.7644855,-1498.6002065,262978.6357385,507157.1126383,-33878.6735375,505.5049563,-303504.8203797,5.0,370240.1971452,274.6532122,0.3829723
-44.0164319,1249634547386028277,113.5286764,733.0117838,-11.3685108,5115.6025675,8334.6730692,2004.2771624,402.9355986,-3480.7819063,3.0,5925.4027739,5.8197574,-0.3978632
-44.1059337,1249634547386027754,52.1795132,917.6564265,5.5117358,1732.5360045,6548.2517672,3148.0918923,523.2932109,-2666.1666412,3.0,4897.0357006,3.4607782,-1.4913548
-44.1471195,1249634547386027722,72.0434723,786.2917053,4.2135475,790.6735851,2693.3735182,-1141.3571617,257.232752,-4339.1709552,9.0,2008.9123462,1.3447632,1.0249435
-44.1497977,1249634547386027741,61.7528441,403.8152852,-12.7233424,239.1620561,1915.7812022,912.9297435,222.658035,-2616.3311989,3.0,2550.381147,2.925698,-1.7149314
-44.0173361,1249634547386027647,242949.1952115,1361.0293236,2176.6360382,71977.5147135,1467835.7030969,678080.7367932,592.4270595,502773.3099776,5.0,403937.6693448,192.6844172,2.0231312
-44.1978532,1249634547386027932,11.79554,319.1562023,-12.8518808,628.0586911,2512.2114856,1557.5331549,168.0654218,1101.9932081,3.0,706.51102,1.6313069,-0.3254436
-44.1167886,1249634547386027801,1800.7480394,1237.1665703,3521768.951101,30688.1012176,-178234.1689146,-222405.936665,704.7987029,-251737.7366759,3.0,36918.1486655,24.142121,0.4868321
-44.1466127,1249634547386028582,37.7837687,531.8482532,-2.6641651,369.4099678,3494.3381099,2600.2442841,256.3952261,-1207.079649,4.0,2222.301229,1.3843073,-1.8826178
-44.2012966,1249634547386028840,2092.6795738,719.5040652,-30.9030954,20095.4264057,203393.5157815,178646.1524512,413.9826017,157976.1845884,3.0,22758.7309151,26.0052852,0.3424523
-44.053995,1249634547386028827,2320.3082036,813.8128964,55379.1350169,23816.2213112,313718.159853,283809.1448735,469.4919934,258450.0119435,3.0,27721.84535,27.362975,0.4096772
-44.0536769,1249634547386026827,87458.929894,555.6456874,26.145272,2889.1111107,183410.8364719,2880.2822989,300.5649943,-42780.9432531,3.0,129765.9110273,135.6807741,1.731085
-44.1226589,1249643343479046382,80.1194501,704.0891982,-7.1806617,1790.9498564,3193.2468089,-1285.4638267,403.3016268,-5088.4561654,3.0,4357.4453827,4.7004681,1.4087345
-44.203541,1249643343479046387,36745.7188186,668.7705111,132.5715638,40090.4334261,144137.1272951,38805.0193065,288.9872683,-26857.7077008,5.0,63859.3691662,78.6918366,0.2106569
-44.1567157,1249643343479046401,2072325.5860778,1218.5112887,-246.6323634,167087.1107595,1293147.7867603,289367.0799554,243.8572395,-218731.2597421,21.0,342973.7608864,256.316281,0.3350407
-44.3225195,1249564178641849818,394.0793765,1493.6830071,0.4200545,6018.8832216,72800.1099786,59696.9014429,399.1478102,47516.672435,14.0,8220.224459,4.2978259,0.092084
-44.0146947,1249643343479046310,172493.4156548,687.0283498,40.6875032,37627.6176793,-107136.4614217,-244902.7749636,123.5927452,-330586.7608107,29.0,54220.1318512,64.2033496,0.6507533
-44.0114706,1249643343479046311,406.279555,1144.3094109,-0.0112121,2331.8264725,9867.8096805,2525.1827082,156.572847,-6159.6795996,53.0,3059.6917578,1.6716306,-0.1692162
-44.0047951,1249643343479046313,38480.0853441,568.0852867,-74.4695732,34320.3510118,69764.0818072,-19142.8639686,326.4387155,-82594.2582356,3.0,79920.7077136,107.6363217,1.3796956
-44.1673926,1249643343479046316,313.3189968,1191.0023113,-0.9747833,2016.9944201,6496.7425613,-1082.7991908,173.3894447,-7290.550947,47.0,3043.5829689,1.4353503,0.49105
-44.0231813,1249643343479046321,51880.5383072,490.4423405,-40.1439785,684.8394227,401.6498781,-20112.6700381,166.7752324,-95225.8659612,8.0,33383.4480722,34.7619225,-2.8250492
-44.0116368,1249643343479046357,1339.5118447,636.0269594,19.4020827,3678.9171466,3812.0018607,-10382.0713554,300.1768705,-22978.7761958,4.0,11512.7891873,14.5681941,-1.4626331
-44.1227485,1249643343479046361,161.1061082,684.0664837,5.0910244,2006.5919044,5860.0579896,-1353.120455,329.5759304,-6411.1108091,4.0,5248.5875721,4.7852512,1.3548531
-44.1233582,1249643343479046343,3865.2545902,504.9464104,5.7442603,9083.7438826,31345.1249736,-1664.1548452,220.7840683,-14298.5840137,5.0,17937.8126807,22.9628359,1.4970643
-44.1192873,1249643343479046345,3644.950696,547.0092158,20.9457279,19146.6397696,28584.3311973,1083.2303243,309.7523694,-16709.3263227,3.0,22736.8121602,34.5847732,0.4569668
-44.2124091,1249643343479046350,28690.385709,462.7319843,9.5556124,17206.6033828,-57803.2898659,-116903.5138375,143.9923214,-148208.0905157,10.0,26634.9756388,44.5006701,1.0868123
-44.0380678,1249643343479046500,118.9791881,507.6235916,-0.6336471,329.7076383,3412.9919689,-1081.7179787,247.8947397,-3014.2672808,4.0,3082.9728927,3.1004909,1.9526317
-44.0046319,1249643343479046503,1145905.1019704,829.025339,-115.2753048,152187.6621841,772458.2979364,134330.7731651,172.8253912,-70479.9680575,19.0,236795.3282233,206.0745957,1.0259456
-44.2144212,1249643343479046507,2240019.7608526,1240.6134763,-47.8611982,210723.1300395,2205959.7463296,274238.1618095,259.7545823,-126768.7965148,19.0,567347.1901279,265.3505651,1.87343
-44.1357907,1249643343479046509,0.6203513,479.0840672,0.0475028,186.1894753,-2428.1302693,-2645.0319133,238.4394492,-2869.8399799,4.0,220.019914,-0.8900458,-0.0133624
-44.0381524,1249643343479046510,3.9112361,484.9952635,-0.7153642,405.677718,3354.0656489,2661.4772595,237.4969481,2141.3546469,4.0,536.7537072,0.171347,-0.1841063
-44.2126305,1249643343479046490,112974.1052767,557.4561556,-102.7229275,44860.4806932,199504.6704816,-27975.0029456,212.111761,-94981.5973805,6.0,106326.027107,124.5843268,1.5639137
-43.9989383,1249643343479046511,94.7113407,523.9102197,4.6430191,710.5721222,4084.3275524,-844.3003096,291.5404835,-2922.6194022,3.0,3856.7377059,4.3986854,1.6661413
-44.1476434,1249643343479046534,119.5005277,699.3855993,-1.506125,1170.4657212,3301.526863,-2682.7270797,245.1523025,-4778.5325462,8.0,2657.9204356,1.8524158,2.1719624
-44.1818239,1249643343479046535,88.2181592,910.3685971,-3.8245147,1217.2351686,5005.0479142,1612.550238,361.9086588,-4706.5798584,6.0,3608.697419,2.2633596,-1.3205522
-44.2039255,1249643343479046522,67924.8544374,508.0744493,-18.2567671,26378.0738743,9662.2269949,-64785.4937357,142.856569,-117314.9891061,12.0,38778.959482,64.709679,0.4270231
-44.0182928,1249643343479046437,110.8744695,570.2592753,-6.0389346,420.3978942,3806.5129003,1463.16276,284.0633011,-3320.8968291,4.0,3320.3900467,3.2261749,-1.9213526
-43.9988532,1249643343479046448,121.8384351,491.7533128,2.8491721,453.2519226,3322.1135038,1439.7555872,197.3405815,-2615.8428979,6.0,2369.6975088,2.774729,-1.3074084
-44.2037698,1249643343479046422,117884.6469001,459.6807067,19.3256943,26181.1685583,20510.346891,-86621.2344668,119.1584654,-125043.4826008,14.0,48104.7153684,76.9799539,0.9835142
-44.0447065,1249643343479046450,113.2778476,400.8897499,-2.9580955,1953.2261531,2675.6308565,35.3206511,199.01623,-2070.4300974,4.0,2492.8103729,5.4006067,0.095907
-44.0148416,1249643343479046427,4484.4333477,896.1659244,-26413594.188796,33815.9926599,359105.272626,318294.1852718,517.0021022,275199.6392424,3.0,42215.0225648,38.1810573,-0.5686936
-44.214255,1249643343479046431,128397.6436448,1231.1789717,517.8548372,91486.0541136,868123.2382185,395285.0996359,598.8971756,228077.0441091,4.0,285376.6284101,162.1210849,1.60218
-44.0045829,1249643343479046473,869520.6912247,892.578995,366.4573042,51972.2067787,1582969.3350408,183920.9262417,274.7067271,-28178.3660077,9.0,481815.2153848,179.7182101,2.8037451
-44.0415876,1249643343479046465,286.5442059,808.2889027,-1.4910104,1364.5076743,4646.2030764,497.1273798,159.5040143,-7489.5136254,25.0,2644.7663284,1.919728,-0.9933602
-44.2122617,1249643343479046469,284597.5114528,686.6825982,93.7924457,60853.9725814,186213.8251671,26581.3953988,208.2806039,-76997.1746045,9.0,112967.2734471,169.4067281,-0.7274607
-44.1831378,1249643343479046470,18.7492978,627.373533,0.7038946,386.3385642,1972.4366159,684.8366632,172.7412712,-647.0881649,13.0,797.1492858,0.1552448,-0.1939913
-44.0148219,1249643343479046481,80117.6887929,586.1661233,-18.319357,57236.339949,48669.0967523,-29949.9063172,183.7104107,-93833.2757262,10.0,56426.3980168,85.8897171,-0.0500198
-44.1277026,1249643343479046458,83.3863086,547.3449087,0.465194,620.757499,2683.2111077,191.3923653,142.2868944,-1901.1118624,14.0,1153.3293709,1.0780083,0.2472626
-44.1618254,1249643343479046459,736936.8293694,878.1551471,83.6577968,99308.2549883,347163.4602573,-243838.9416766,186.4721717,-425594.5575436,21.0,196563.1949165,143.9873078,1.591633
-44.0048575,1249643343479046460,1102444.1371038,801.9822979,-43.0540368,61798.1228156,836622.6714105,-24621.4908935,203.7406647,-162345.2921347,13.0,314496.5129733,243.9935805,1.4339401
-44.0113469,1249643343479046462,167.1050715,693.0909005,3.7576838,696.9920754,7859.2075961,-1096.1516622,269.0115074,-3260.6984216,6.0,4710.4888866,3.1532095,1.2382568
-44.2128156,1249643343479046148,189.0995059,762.2838353,-0.2947657,1366.1287381,3295.483935,323.3685495,145.8019544,-4339.3286077,27.0,1967.8737615,1.5919471,-0.4649089
-44.2036902,1249643343479046164,179515.6949169,578.1934704,17.9489528,36227.337086,136685.1351389,9771.8943827,133.0978388,-70255.8686313,18.0,59063.5536359,82.840763,0.2999881
-44.2159676,1249643343479046145,366.8128845,719.1792481,-0.2408619,1254.2484731,3784.6873716,-1274.8228326,104.1230278,-4199.399922,46.0,1922.7198511,1.6006053,0.5707784
-44.214323,1249643343479046146,13278063.0374548,1669.1343219,397.6517252,492007.5095453,2619735.9854615,728033.9823196,205.1345589,-231199.8193345,51.0,805559.6751473,412.9259002,0.2294481
-44.2070259,1249643343479046147,11134575.3668395,1655.5923326,85.0017053,109415.4537605,1179472.2822403,544004.5400886,156.5786998,-392540.0188937,100.0,466495.8182477,291.1125494,-0.9218295
-44.1199991,1249643343479046189,131.3567055,533.2582648,0.8267353,1332.7752794,800.9635415,-1988.5339076,124.5866016,-4201.576592,18.0,1519.8313484,1.9883445,0.1629765
-44.1226144,1249643343479046184,339.0410761,901.1190195,-0.3921398,1598.3058481,6513.2565412,1225.2031252,135.2641239,-4631.7630274,44.0,2471.7465516,1.6464889,-0.2344944
-44.1356728,1249643343479046188,133.7530652,525.9060093,0.1945138,1197.298065,1043.5787285,-1624.5395311,125.7269518,-3649.5705793,17.0,1544.3679969,2.1037347,0.2993467
-44.1412574,1249643343479046192,199.8654691,566.7116604,0.1207413,608.0856492,2901.2689616,656.2560512,105.7312592,-3119.2693588,28.0,1448.097887,1.2386983,-0.8536026
-44.1231785,1249643343479046193,619324.3416029,765.0745866,-103.251066,134185.1009528,597413.3598666,115757.7004983,211.1474672,-23890.659143,11.0,220252.2761432,190.8302909,1.0478848
-44.2122299,1249643343479046168,186866.2775661,583.0297416,-92.851923,51125.7437189,186982.7746085,-19082.7809106,163.3108619,-88266.2585399,12.0,85885.2358746,105.6584422,1.0103795
-44.1863683,1249643343479046176,79.4151308,542.7382357,0.7296703,1005.8330424,1170.7330722,-1150.9327756,138.35266,-3058.2050888,15.0,1288.4719689,1.4079566,0.154729
-44.1817773,1249643343479046181,615.0771557,1017.2410402,0.1199906,2054.9508325,8309.7304649,181.9153419,126.1590876,-5683.9892026,64.0,3108.1237277,1.9377041,0.1521383
-44.1566234,1249643343479046182,11095283.7900303,1724.5596604,660.7971775,509687.2109448,3341404.8522121,767861.8010788,268.4946203,-181422.5072911,30.0,920256.6545857,523.7529453,0.0235637
-44.1618214,1249643343479046266,6747313.6080239,1743.8166366,1021.3288649,672467.1575316,3639872.2725877,771462.6222135,345.5730568,-280598.7757049,19.0,938996.5427815,516.6953829,0.3238849
-44.0759115,1249643343479046268,85.3068586,736.1328824,-7.7387522,249.4924314,4559.4822402,2597.0243837,367.318071,-3778.8073187,4.0,4092.2099459,2.2883125,-1.9805838
-44.0761309,1249643343479046269,95.3412236,635.8837621,1.8711398,551.292761,3769.9653968,-2361.9924957,198.2674044,-5051.5572419,9.0,2472.9105382,1.3266527,2.3117915
-44.1196246,1249643343479046270,63761.2068473,568.8668601,-29.2924934,47040.8668514,105220.0700768,-9960.1990412,207.6683867,-66274.095133,7.0,65544.3564762,82.6851723,0.7210736
-44.1231777,1249643343479046264,346437.9681073,753.6972869,3.2650831,98906.3691445,418282.7293836,101148.3865589,235.0885743,-53421.7485562,9.0,165555.1283372,176.3463937,0.5533805
-44.2036282,1249643343479046276,161080.0954879,622.3121104,-210.9838916,34286.1995407,327853.431554,56132.6219148,241.7959005,-14041.8762657,6.0,133517.4034023,137.4594284,1.3955799
-44.2037098,1249643343479046254,31259.6512999,472.1719371,24.5073792,18599.7076204,-36309.9064702,-84447.9872421,124.4553615,-119021.9472344,14.0,23062.6922307,40.8861305,0.4096396
-44.1476311,1249643343479046257,128.8428026,681.9136967,-1.5931988,3146.8282783,3413.1623494,161.1163852,272.2226417,-4568.2401489,6.0,3240.9649774,3.7530521,-0.2793423
-44.1194229,1249643343479046297,14923.5841823,527.024799,60.310071,34037.728283,41810.1935471,-4839.414191,301.5343133,-47197.4578792,3.0,44912.1761691,70.6057364,-0.6822309
-44.1235009,1249643343479046298,190994.8295169,604.9403397,152.1148914,20063.1512378,315586.1624812,-36300.0035557,257.4574535,-95428.4737752,5.0,174612.9434412,161.9325498,2.1119403
-44.1411527,1249643343479046294,75.5181527,554.5882575,-0.4646503,726.4789363,3208.0540106,710.2164596,136.2274794,-1231.8940708,16.0,1267.4219058,1.0352177,0.5009376
-44.1674388,1249643343479046290,213.1310891,928.4244173,5.4527453,953.6127685,6033.6057508,-1076.0848994,315.1642988,-5928.2012134,8.0,5036.1144956,3.8076082,0.6938248
-44.1616899,1249643343479046291,112.5104461,492.9902478,1.4183653,1323.5179237,2843.4255534,824.2915729,160.9614364,-2154.313015,9.0,1662.4757237,2.7157426,-0.6788274
-44.1490773,1249643343479046292,109.2779633,523.7206881,-0.1391123,802.4900803,2221.6909591,-1106.4470335,156.5863114,-3408.4350187,11.0,1683.4366923,1.9108492,0.7627164
-44.147698,1249643343479046293,328.1680168,789.6571869,-1.1077921,1642.0585407,4494.6889722,498.72285,119.6441155,-4452.8291199,43.0,2176.9776763,1.7216228,-0.0079783
-44.0760202,1249643343479046207,410.7781861,872.526513,0.6907596,1304.9269524,6004.9631157,264.3922386,125.1465208,-6200.2432782,48.0,2538.8500007,1.5776369,-0.2367394
-44.0416482,1249643343479046210,244.2784084,775.48204,0.28314,2398.4628854,5801.0287101,498.9445322,176.5068577,-3136.9753309,17.0,2766.8288372,2.885713,0.0880667
-43.9988067,1249643343479046211,125.3141586,562.7987064,-0.3148085,1086.9668004,3118.1517191,684.606675,119.2197435,-1570.577406,22.0,1362.5224694,1.5236408,0.1820181
-44.0279496,1249643343479046206,11119195.0293426,1695.8006755,476.9598277,94161.2249544,890959.3973649,304531.3390321,169.3754595,-746893.9314274,95.0,522519.4451517,299.6500773,-1.0372335
-44.0046975,1249643343479046215,311937.820528,953.2040077,30.4757001,102669.1284784,702816.9926122,300776.0574825,263.9266069,145873.6123796,12.0,176274.8093078,134.6575946,0.8925002
-44.0150148,1249643343479046216,20880.377248,760.7024025,61.3620488,34525.9151395,255534.9978944,156854.0666992,376.2494622,106762.321201,4.0,67054.8783652,75.4767856,1.0207398
-44.0107946,1249643343479046218,8.6603381,331.4440536,0.4645587,264.77237,-2458.1377869,-2899.0685934,120.9288115,-3401.7725242,6.0,397.078596,0.2743718,-0.3199019
-44.0113559,1249643343479046220,57.6147567,663.9509476,-1.156749,694.7762404,4050.2327588,-1926.5754438,307.0300046,-3886.5222247,4.0,3575.24177,2.1454921,1.8033728
-44.1193552,1249643343479046199,966500.2652335,761.6348273,-153.9053285,150878.2482404,947356.9073234,99450.8227832,186.4029993,-48151.1054886,14.0,271286.6311313,213.5637471,1.859759
-44.2038118,1249643343479046222,186873.3203647,514.2513118,10.0838498,33068.2312768,45192.6194689,-69132.7964974,107.5700128,-127530.5091072,21.0,51184.9054426,80.6468438,0.4346343
-44.071673,1249643343479046203,129.6208567,476.458367,-0.0329877,2176.3063955,2436.2712506,-293.0416475,166.2665647,-2409.5160933,8.0,1960.6741147,3.3170139,0.0303715
-44.0380518,1249643343479046204,210.5592988,589.7180943,-0.1597129,1042.5486439,3841.6441519,28.1709761,108.7305077,-2642.0872413,29.0,1578.351541,1.5483148,0.8009323
