decl,diaObjectId,iPSFluxChi2,iPSFluxErrMean,iPSFluxMAD,iPSFluxMax,iPSFluxMean,iPSFluxMeanErr,iPSFluxMin,iPSFluxNData,iPSFluxSigma,iPSFluxStetsonJ
-44.5562333,1250399807478956426,2.6534905,635.9448487,1.3857182,-3318.345253,-3873.2101922,359.1505966,-4789.4679226,3.0,738.4804018,0.3013097
-44.5121745,1250399807478956427,17303.3125742,681.6154033,-108.2036893,132682.3177319,54432.6519584,392.511523,14151.5726028,3.0,64757.8365856,68.1068509
-44.5114697,1250399807478956428,102.4726425,598.4683082,1.2048353,3848.9786765,1618.0391722,294.6045793,-3623.6678611,4.0,3554.2932184,3.4186587
-44.5084177,1250399807478956261,54.2198164,456.420464,-56.2025211,2533.1420969,-336.5018023,317.7600471,-2244.2832345,2.0,3378.1498484,6.1146939
-44.6150355,1250399807478956268,25305.1120453,528.8971287,31.4401355,72828.5485296,-1038.4068361,261.7819682,-51011.6501026,4.0,52417.6801839,75.4656136
-44.6054473,1250399807478956269,186.4875968,455.5689175,2.6628306,2699.9118978,-733.7011009,184.2329515,-3540.7123137,6.0,2691.0507429,4.2076519
-44.5593286,1250399807478956271,18.3131189,505.4320778,-0.3732605,3116.160017,1919.2560773,248.4759644,159.6802295,4.0,1246.3630769,1.1012465
-44.520105,1250399807478956272,101.6266138,385.6567638,3.3365144,1945.7913317,161.8424606,171.3784403,-2188.4301899,5.0,1874.818408,4.2175356
-44.5120329,1250399807478956273,26327.8808179,510.9164054,-42.9717368,12137.2797023,-58497.9551803,206.8360892,-89230.7836242,6.0,35530.7973474,43.7053027
-44.5212937,1250399807478956236,0.4918148,591.3651298,1.688339,1040.4793687,689.7338861,412.3892292,451.2691867,2.0,416.6345152,-0.7077029
-44.5871153,1250399807478956220,73275.0218453,1213.0398416,-28.4273087,38716.0280824,9075.3099687,206.8425672,-175920.8780595,34.0,47810.9416439,14.8633747
-44.5935155,1250399807478956221,141.9239325,564.2026381,2.0083568,2443.4431366,-1408.2010879,152.783401,-3440.9137872,13.0,1772.3111464,2.4333489
-44.5429925,1250399807478956222,5.6376075,432.2071555,-0.3278983,-2016.4408363,-2557.3708173,143.4488293,-3134.1390916,9.0,353.0602807,-0.4033243
-44.5120484,1250399807478956227,19299.2513773,473.3621965,12.7329701,15845.7815123,-75133.6760196,182.0889563,-88003.6572405,6.0,40451.9484482,38.4885854
-44.5139984,1250399807478956237,49.477049,649.2966485,-3.6686693,5264.8339153,1900.2875825,311.7167838,-1030.1584257,4.0,2795.3839304,3.2109031
-44.4996554,1250399807478956240,3.7951839,471.1980465,-5.332463,3099.1668978,2215.496377,318.0315213,1781.1034047,2.0,932.011634,0.9986314
-44.5078426,1250399807478956249,538252.3655882,1033.3137791,-877.55265,813774.4805964,207348.1243959,467.2208594,-131597.8919473,4.0,424052.4139308,362.5318035
-44.5121824,1250399807478956324,23736.4504137,480.1935847,-6.3206606,-17943.3222848,-73219.0893959,139.8765012,-94970.3967035,11.0,23500.7082261,35.5582846
-44.4897109,1250399807478956325,20.4853891,409.6319008,0.1565998,-328.8699471,-1597.1249487,163.3915711,-2444.6141317,6.0,875.1189583,1.1630648
-44.5076966,1250399807478956326,254102.5773658,914.1371993,279.7845526,595826.4859934,260732.8896339,308.5007841,100280.9839944,8.0,190382.1159172,155.4593807
-44.4895941,1250399807478956330,69.3497413,551.008558,-8.9926857,4048.9132866,-135.5615654,378.0943763,-2504.7757204,2.0,4634.1579387,6.7857788
-44.5123262,1250399807478956292,3067.5135977,485.02296,-30.4046149,-42131.2524421,-59728.6300116,273.3655734,-73168.2532022,3.0,17622.0741704,30.2698858
-44.4897072,1250399807478956295,0.2527968,616.4862432,-0.9690221,-3070.2401665,-3248.864469,355.3310046,-3487.0401901,3.0,214.9740284,-0.9333676
-44.5079018,1250399807478956318,104.612322,509.3826796,1.0257014,3776.5031829,1724.3525288,184.5982386,-1636.0852761,7.0,1774.8088916,1.5355791
-44.653485,1250399807478957318,0.0116062,1010.5277472,-5.5298125,-6697.9022722,-6778.1383789,714.0765235,-6851.8963037,2.0,108.8902239,-0.9941799
-44.623303,1250399807478957286,0.6859608,333.3198712,-17.8943821,1962.4610821,1729.0928673,232.4593469,1570.2558979,2.0,277.3309454,-0.5332191
-44.5928107,1250399807478957248,14.3768677,622.3631091,13.1037207,1355.4292042,-1486.1775405,367.912992,-2171.0197965,2.0,2493.5760019,2.3921533
-44.6133202,1250399807478957448,1.74e-05,267.1422235,-879.6814633,1562.278187,1561.4782464,188.8835229,1560.700914,2.0,1.1153004,-0.9999913
-44.6147659,1250399807478957372,17758.275183,421.4048552,132.9282089,14777.7224494,-24999.067801,241.6782963,-52279.8520938,3.0,37994.2263239,70.6997366
-44.614673,1250399807478957383,8898.3673748,701.3842138,-333.088822,166873.4021841,116657.1922039,402.6953379,70631.4521264,3.0,48142.5417307,54.2366637
-44.5881117,1250399807478957384,173883.5704644,1217.150499,-3624.7625214,1123019.5563762,632072.4420804,820.114495,393855.4079116,2.0,515596.9139774,358.8416244
-44.5835849,1250399807478957408,18.4450458,514.1637658,-70.0440746,203.5543835,-223.7782899,263.622892,-3223.4924765,2.0,2423.2880742,2.677681
-44.5889217,1250399807478956978,1.6820281,292.3499965,0.9230403,-1357.9786244,-1564.6769124,167.2720541,-1879.1810375,3.0,264.9920891,-0.1979166
-44.5879623,1250399807478956979,175526.2460824,925.1577035,232.0805374,786477.8628875,281558.0159191,393.7804587,197392.7315053,5.0,249314.6448752,129.969753
-44.5895678,1250399807478956980,1.9858039,364.6707247,0.3186107,2463.1752483,2151.64841,127.2723692,1782.8249332,8.0,193.7193934,-0.7294244
-44.6148742,1250399807478956956,111107.7942364,711.8856465,-10801.8268385,398877.4169728,155413.5992776,388.731153,51108.4468666,3.0,176584.5557478,193.0342918
-44.6148937,1250399807478956995,4031.5131331,498.3303165,-234.7157537,38356.7237143,22596.1123586,287.1484201,-2249.4389677,3.0,22217.9588615,33.4300188
-44.605437,1250399807478956996,112.3636497,516.0070102,3.2404082,2200.9593355,-693.610652,153.2681598,-3126.7088828,11.0,1665.2427771,2.3632194
-44.4839526,1250399807478956999,16270.4702246,540.6836233,-297.3923101,43549.4091116,-2964.834394,382.0113946,-54011.4292087,2.0,68985.9303545,124.1839883
-44.5501913,1250399807478956876,48.2634941,506.4182934,-18.4880477,2584.148213,101.9701102,358.0911395,-2391.320896,2.0,3518.1879466,6.2965366
-44.6120513,1250399807478956856,16.0742385,572.7482774,4.6994956,-93.9479637,-2026.936572,330.5064961,-2984.5898885,3.0,1639.9165967,1.2236992
-44.5692379,1250399807478956858,14213.5009352,599.6802332,54.844892,92337.2308478,26556.1484894,264.4092246,-6381.7442921,5.0,37383.7606385,43.5046883
-44.587818,1250399807478956862,210864.3994864,778.9373988,-166.8380334,465936.395414,92526.1577792,297.6681672,-51724.4233988,6.0,178248.7486742,154.3555996
-44.6208653,1250399807478956930,9.2140101,435.9866258,-4.3909044,-261.0690217,-1299.9609916,306.9217738,-2135.4364469,2.0,1325.3779167,2.1625739
-44.608845,1250399807478956932,81691.0935627,1116.3741129,-681.1949603,674189.0403863,344402.243663,549.9928389,236626.7783273,4.0,204216.5486781,128.0815167
-44.5561065,1250399807478956943,3.0849336,577.3742365,18.5331059,-2762.9513335,-3340.9390963,402.1801861,-4204.2525775,2.0,1019.1538834,1.159834
-44.6529384,1250399807478956903,14.4391841,1055.0129143,1.7227153,-1719.0931357,-3964.0032589,464.8659725,-6307.5054333,5.0,1944.4874503,1.151929
-44.6304616,1250399807478956908,274.1131714,620.5210774,3.401938,5907.2357587,1088.5933718,157.5393251,-3240.7510621,15.0,2516.5464866,3.0025168
-44.5879718,1250399807478956912,2070115.6187672,973.8552805,-25.0273762,1914548.0695126,257698.0718765,241.3642719,-30853.6664951,12.0,551051.1211886,334.3883523
-44.5934074,1250399807478957138,0.5491532,457.7963564,16.0014042,-2453.7786014,-2698.3510839,323.6647911,-2933.5724984,2.0,339.2655181,-0.6713651
-44.5690751,1250399807478957194,1181.6542487,697.204039,1261.0896444,112370.0764404,93551.5233551,490.8002919,78425.8813607,2.0,24002.1705227,32.1175276
-44.5474277,1250399807478957179,78.2155672,434.4685005,-4.166748,1965.5233204,-763.3700802,243.4845212,-3146.0092853,3.0,2682.8608983,4.6046036
-44.6117784,1250399807478957052,3.819843,691.9961098,2.901305,4352.6986487,3352.8729996,380.6484772,2646.6057562,3.0,879.1655542,0.5807314
-44.597974,1250399807478957102,137.8427326,397.3250223,1.1634696,1913.3976303,-1092.7099219,146.3896888,-3182.5367427,7.0,1843.7972559,3.6861009
-44.6547355,1250399807478957105,2.3026327,357.923235,-2.4253842,1524.0857109,1273.9674015,240.2016851,742.8001633,2.0,552.4523087,0.5952996
-44.6304622,1250399807478957085,56.1067961,601.6040121,59629.1214519,3185.8931036,173.1569303,424.9175763,-3189.3544181,2.0,4507.9807544,6.6685372
-44.6042684,1250399807478957087,0.3896098,344.2798289,-2.9226004,-1786.7832461,-1874.632546,197.8807523,-2061.3260455,3.0,154.5721058,-0.8920987
-44.57536,1250399807478957090,1.8662855,533.4198912,-18.1259311,3816.3993132,3273.639112,376.787694,2785.4776293,2.0,728.9717135,0.9213803
-44.6136763,1250408603571980467,5242.1884113,398.2368999,1866.2166595,18617.962931,845.5958018,279.7960219,-22245.8125178,2.0,28895.0527247,67.5930243
-44.5211216,1250408603571980519,391.6879231,653.5628853,373.9634469,-315351.3626824,-325296.8281671,460.8426143,-333660.9496102,2.0,12946.8330774,18.4394855
-44.6269512,1250408603571979939,1.7657795,518.8403621,-5734.2645026,-2716.3374417,-3154.6068023,298.7804514,-3672.5877404,3.0,478.986541,0.0297569
-44.5807738,1250408603571979999,87.0307019,843.5862358,143.1665943,7266.2258077,1415.2499203,595.9213631,-3867.0382131,2.0,7872.4064858,8.4966657
-44.5768414,1250408603571979862,1.1200984,451.7959335,14.1427655,-2303.4630044,-2597.4854118,317.3578689,-2981.1699438,2.0,479.2111725,0.1247804
-44.6099692,1250408603571980126,6.5854801,616.3994485,26.9670573,-2641.2741503,-3177.5367452,315.3310763,-4991.7135302,3.0,1202.9131166,0.8639131
-44.6449194,1250408603571980151,14.708492,469.6516198,-34.107593,-2289.1622367,-3608.0549199,331.9379564,-4836.8303597,2.0,1801.473406,3.0505998
-44.6028012,1250408603571980979,0.0,164.5083706,-0.0189209,-1160.6888754,-1160.6888754,116.3249844,-1160.6888754,2.0,0.0,-1.0
-44.6327722,1250408603571980976,249457.1414799,622.4182367,385.5973696,72343.2234689,-228405.9378098,224.8687034,-297895.976425,7.0,150322.5613219,125.6706528
-44.6139614,1250408603571981142,84.6974464,282.9155551,-238233.3193459,1967.2357441,90.1903959,200.0230466,-1715.1355635,2.0,2603.8297224,8.5061667
-44.5994059,1250408603571979057,31.4528418,368.6874946,7.387359,112.8077411,-1571.518054,258.5199113,-2819.5387479,2.0,2073.4820872,4.5926148
-44.6142872,1250408603571979068,1441.557523,409.9880795,-59.6515849,-10306.3749206,-28247.7165062,251.3773574,-33324.9761711,2.0,16276.6090376,29.8966526
-44.6101684,1250408603571979048,0.6142992,729.251716,0.3935586,-3392.5222339,-3602.3471364,417.34362,-4135.7612883,3.0,423.2554219,-0.8080267
-44.6326725,1250408603571979049,5605097.014179,1462.9489003,15.4523965,3907065.4241466,794560.3224148,275.0142936,167693.5162674,22.0,872908.8284458,428.3589771
-44.5022743,1250408603571979052,411139.3522949,1112.765426,1871.9133933,1381247.1393351,391209.146232,428.0649219,198758.8550286,6.0,435868.456046,181.9932921
-44.5890219,1250408603571979097,92.9003311,699.2819238,3.4604624,4387.8179585,159.4274023,347.1126764,-4370.3108174,4.0,3650.3137194,3.9210688
-44.5806356,1250408603571978956,973252.5873751,1098.2709557,-3.4369739,984596.3860196,-87316.4496088,314.2355079,-356573.5913479,11.0,393822.0209355,263.8942045
-44.6112645,1250408603571978959,0.7597805,479.1276443,-1.0565388,-2519.8797785,-2684.8005115,310.0076302,-3127.5495887,2.0,429.6874435,-0.1809529
-44.6280107,1250408603571978960,0.1246789,282.9982695,0.1387092,-1461.9859595,-1496.2275941,161.5908202,-1592.0667168,3.0,74.9317674,-0.9678975
-44.5604624,1250408603571978961,57.2849735,300.7694438,12.7226003,1572.6481219,-67.6480778,212.6473934,-1646.8532758,2.0,2276.5312703,6.8683442
-44.5604538,1250408603571978963,80.2407049,395.5335194,-3.8684386,1823.7217308,-421.908788,194.5291216,-2175.3047924,4.0,1884.0640408,3.9215748
-44.5978966,1250408603571978966,355318.8431514,607.6904245,-803.2022898,295664.3003977,-55015.6121481,242.1988395,-134336.2112557,5.0,211149.2474797,218.483892
-44.6137824,1250408603571978977,3761.5317741,460.7845842,64.4686246,15638.388021,-5200.0320986,325.6024432,-24337.093713,2.0,28266.9342153,59.5493116
-44.6140624,1250408603571978932,945.8558823,424.7854636,26.4811269,20827.0895512,13338.4199183,296.1089816,2263.9369797,2.0,13126.1310635,27.627778
-44.6374366,1250408603571978935,68.3871351,384.1732477,3.8294422,2181.6036165,225.6708959,220.4719406,-2106.7902109,3.0,2156.4534206,4.3673562
-44.6427194,1250408603571978936,1194.0191532,1060.8789971,0.1277906,3279.9170335,-8446.169127,208.9378616,-27973.8420301,25.0,7173.6176579,4.2443098
-44.6326411,1250408603571978937,766071.8729039,1087.3726129,238.8459856,1300826.569379,376031.9007096,358.3121346,198617.7965259,8.0,462099.5454209,209.5060962
-44.6308041,1250408603571978949,46315.8415081,1191.1035998,-41.9006707,20503.6983941,-592.8510699,224.1506306,-212939.6233284,28.0,42426.9786509,10.1478349
-44.5986263,1250408603571979026,27.3264191,422.8908671,-1.1847659,-1088.202962,-2524.0794115,209.4780156,-4138.3365469,4.0,1270.9134962,1.8931578
-44.6262814,1250408603571979033,1.9043056,311.4939581,-10.7810183,-1606.8385143,-1821.9728241,179.544699,-2187.2300444,3.0,308.1467883,-0.1666734
-44.6100148,1250408603571979035,71.7761358,399.0355815,4.0213829,1927.318293,-1336.7470406,198.3758969,-2357.8787752,4.0,2068.3400591,2.0054033
-44.6451784,1250408603571979239,10.3591451,430.8448771,-4.3404326,-1472.6333069,-2003.5718571,216.0325323,-3061.1487118,3.0,851.6918972,1.3514416
-44.5558478,1250408603571979247,3.4957911,558.4260144,-4.0710104,-1970.6182017,-2347.9004461,352.7607833,-3500.9280297,2.0,1082.0924567,0.8552936
-44.597628,1250408603571979253,91832.9814534,682.9855936,141.4285198,320950.6806313,69135.0650539,367.6012891,18150.9822814,3.0,173920.1419635,136.4219342
-44.5777853,1250408603571979264,0.0001588,375.9041893,0.017421,-2143.2548555,-2146.8977746,265.0566429,-2149.9606545,2.0,4.741716,-0.9999206
-44.5024678,1250408603571979126,1246.0419515,614.6495646,549.4095633,-238250.1376351,-257146.399952,354.0579557,-267830.0029222,3.0,15763.5720795,18.5396676
-44.613985,1250408603571979192,17582.0135221,445.9690756,-182.7454886,45068.4365387,-3167.1295646,312.6551408,-38798.4878146,2.0,59302.8709275,123.125085
-44.597712,1250408603571979194,838918.0804084,788.0522231,-202.1716134,723133.6328382,164127.8133857,193.7151654,13199.6080047,13.0,242787.9762171,210.087016
-44.5354593,1250408603571979199,5.0987813,458.661754,-4.7736411,-1630.0400999,-2084.1437911,304.4682365,-3125.0110207,2.0,1057.1040757,1.2425369
-44.6140925,1250408603571979178,2318.6936325,636.9848512,116.0804683,191524.3455906,167832.738786,449.0071755,148101.4516807,2.0,30704.6227424,45.5761977
-44.614316,1250408603571979180,41107.1957903,586.8133601,472.2659783,167149.1570758,44342.5828945,384.8676579,-5238.8494749,2.0,121896.7284272,169.3551505
-44.5365463,1250408603571979184,0.2737053,457.6625455,0.0627288,-2091.0358988,-2234.333946,262.1128129,-2440.4889463,3.0,176.3481301,-0.9273944
-44.5184326,1250408603571978628,82.2191937,399.4034559,-1.9525515,1530.0882798,-1057.3431376,144.5106862,-2070.9043409,7.0,1334.4344703,1.7774889
-44.5302263,1250408603571978637,1.5104816,496.279681,-13.0194641,2807.4762179,2333.3708976,281.2919996,1950.5496447,3.0,430.8230019,-0.2291532
-44.5750688,1250408603571978646,42.3977073,457.7435301,-3.5072088,2041.5651512,-863.0082534,259.1386741,-2352.5982657,3.0,2273.0790496,3.2033669
-44.5404191,1250408603571978608,77.459335,876.5248404,-196.364377,3261.7168501,-1093.5260614,486.848526,-5399.813167,3.0,4944.5459303,4.2917747
-44.5387576,1250408603571978623,66.7993309,326.37975,-0.9696372,1741.50797,290.2628752,188.0490909,-1764.248671,3.0,1845.7672301,4.2208391
-44.5602635,1250408603571978624,53.0033698,416.0826934,0.0644107,2053.8983673,75.510434,240.0184061,-2214.846647,3.0,2138.3444543,3.8071654
-44.5535611,1250408603571978625,274.055577,595.6484303,-0.4530973,6234.4392664,1288.8444924,179.012062,-4062.419361,11.0,3079.9507852,3.601729
-44.4897044,1250408603571978691,65.3759573,483.5702641,1.0572854,2157.9959752,1079.1753019,260.9428033,-3651.7935246,3.0,3270.6873751,2.9769884
-44.5976276,1250408603571978696,120.5210521,1431.7389596,-743.3813867,171648.1689458,161984.6584222,1005.6906903,149370.5415664,2.0,15752.6613887,9.7367439
-44.5892355,1250408603571978697,384.7575761,616.2068096,-2.4265796,4393.7864956,919.047494,156.301714,-4603.0903408,15.0,3165.599411,4.1570429
-44.5366309,1250408603571978679,71.7828255,575.7290052,-16.9563234,2968.8367542,-222.4282496,406.2315299,-3934.4023385,2.0,4881.3271745,7.5613878
-44.5977662,1250408603571978512,509777.2621997,1057.9145564,182.9865282,742434.7951731,384429.2272256,366.1562167,70346.187733,7.0,253236.753749,239.9005002
-44.4756005,1250408603571978510,1168.4252309,779.0729615,36.8144609,211759.2468405,196401.5130511,447.2817427,177647.8747906,3.0,18089.2389944,18.7547597
-44.539947,1250408603571978507,397594.0418981,1103.1278739,-148.9674589,985926.0566852,436517.4440323,395.532272,211220.545678,7.0,312634.8179136,204.8300123
-44.4757091,1250408603571978522,53560.365042,463.3316019,-42.3790205,4605.6616604,-60458.954012,143.4007482,-102716.2262652,10.0,34968.5707164,65.8943499
-44.5399821,1250408603571978525,1458771.6868786,848.7271939,-609.2260616,1109230.095831,-46395.4239741,225.5307429,-251361.5279047,11.0,433674.3717538,306.3460895
-44.5559483,1250408603571978524,548.6389969,779.1127637,0.1142166,11129.49467,5185.9500775,138.3076374,-2800.6817051,31.0,2909.3087903,2.4216499
-44.5347605,1250408603571978517,16362.5125755,715.2177318,11.2783605,166845.4219956,104414.772068,347.1475535,53645.0263994,4.0,53444.7771545,65.9985362
-44.5398492,1250408603571978516,686439.3279503,955.6199019,-91.2460393,1151503.5705629,234710.773212,293.3729412,7692.4361689,9.0,345587.6335978,236.8905906
-44.5230111,1250408603571978581,39.3850591,446.7462965,-4.6648243,109.3374918,-1614.2549985,198.5872629,-2693.6547317,5.0,1435.3540988,1.7856795
-44.6058182,1250408603571978567,169.8151449,535.6287984,-1.8113173,2139.2772641,-2194.7605785,130.813474,-3482.9671277,16.0,1593.681556,1.2266828
-44.5890177,1250408603571978568,45.5954137,663.3733149,-2.1712144,4494.2826173,958.4026593,326.2110036,-1879.2061107,4.0,2718.1647843,2.9007074
-44.5894314,1250408603571978570,308.0431505,1032.4338063,2.1272936,16056.8244575,4514.5307183,208.9793153,-2806.379696,24.0,3754.3584354,1.838184
-44.5980251,1250408603571978845,92471.3393375,831.2724152,1377.3505213,425929.0389717,178632.3065901,557.796834,62289.1454336,2.0,257132.2346307,260.2422183
-44.5558319,1250408603571978850,0.0242175,711.3474103,-0.4221224,3912.7661435,3839.3902573,502.2471236,3756.1351311,2.0,110.7548511,-0.9878167
-44.6389711,1250408603571978911,382.2086762,653.8986387,-1.8209681,2453.5068006,-2820.1984548,140.0556909,-8332.1491459,21.0,2585.3642919,2.7098932
-44.6268353,1250408603571978912,436.7326825,553.192532,3.0366476,4846.8518599,-489.0460152,138.2892139,-4796.1356611,15.0,3051.2033064,4.5837651
-44.6080367,1250408603571978910,100.0189053,594.4335517,-0.2561959,507.102762,-2224.3628028,146.902186,-4629.5621981,16.0,1514.1087965,1.6402263
-44.6245895,1250408603571978923,1.0593008,533.1458413,0.9817094,-2452.6673552,-2821.2654386,303.4490678,-3146.9831713,3.0,371.5424915,-0.5001175
-44.6245367,1250408603571978924,72.8250209,833.708459,-2.1720933,-1894.9207121,-5016.1479372,200.6730821,-8172.6963335,17.0,1805.3944432,1.1137156
-44.6448093,1250408603571978926,16.8809865,384.2170743,1.0323059,-1356.1373265,-2227.6673391,191.2701533,-3542.8863758,4.0,946.7393755,1.4255342
-44.6450329,1250408603571978928,563.8530752,579.7578024,4.2647963,6527.5202158,1680.3755935,153.6720486,-4036.08783,14.0,3768.5987331,4.7137237
-44.5348229,1250408603571978750,22941.723776,690.927717,4161.2153465,170646.8333525,77138.8078942,476.5295464,21425.7716876,2.0,105515.2245991,134.7918538
-44.5397586,1250408603571978752,642568.4003223,719.2456498,83.0449721,737073.943787,-97620.4204263,244.3360266,-179235.1432939,6.0,373858.2284349,230.3280939
-44.5021761,1250408603571978774,1563795.6525385,1087.2125183,-1103.3353212,1259640.2794152,83748.9238847,342.7548563,-217166.0644415,7.0,599103.5610947,440.5115885
-44.5601856,1250408603571978738,57.9536738,498.9554403,-1.2218736,2086.5936481,227.691648,201.8994379,-2556.8161628,6.0,1648.3099828,2.1638127
-44.5347615,1250408603571978743,8719.6325582,519.9881513,-47.1479301,21767.3422128,-3020.8550867,255.6199809,-40769.1165611,4.0,26082.3656306,38.4664599
-44.6136159,1250408603571978820,303.4428556,430.8263939,-10.6374761,15948.3079738,10565.6393822,248.6629384,5253.1612963,3.0,5347.9690075,9.7026659
-44.5160635,1250408603571978830,42.8400942,509.4002325,-80.9682475,3897.3574471,2176.8787545,286.1777326,-796.4240723,3.0,2489.4792898,3.0639892
-44.520924,1250408603571978832,672688.7107169,1045.5306886,124.6696573,466617.1089009,-36985.3314646,383.1927462,-373585.8404024,6.0,332710.9917991,349.4479793
-44.5494242,1250408603571978793,25.7277513,310.0879593,5.4051612,1760.7565947,551.4349351,218.6507438,-465.6609949,2.0,1574.3149754,4.200964
-44.6100747,1250408603571978787,504.0877452,1015.5123882,-0.1543261,17043.1662512,4069.932662,202.2337462,-5336.460604,25.0,4536.2527681,2.8794134
-44.6151133,1250408603571978788,0.6809899,435.8896187,-0.4820306,-2129.2250766,-2332.8168965,211.1729645,-2587.5442233,4.0,189.2684521,-0.8709102
-44.5807692,1250408603571978808,617654.3273135,1277.855975,-627.6811055,1143969.2313616,376748.9991929,528.0265822,17516.4183526,5.0,515678.2551794,362.9964062
-44.6246112,1250408603571979589,0.875687,817.0577524,52.0242132,-3869.2712714,-4297.4147343,567.7911048,-4956.7961941,2.0,768.9962475,-0.1177199
-44.6079608,1250408603571979600,2.6720589,481.7454839,23.4334703,-1997.2213561,-2414.2411194,331.974111,-3120.3925069,2.0,794.2019372,0.7969876
-44.5278489,1250408603571979810,80.3098488,377.8440961,-14.801708,1794.8215144,-594.892233,216.6038506,-2399.118331,3.0,2301.7788397,4.1842559
-44.6307894,1250408603571979490,3.4274864,1044.6185608,12.0229705,7395.1125572,6352.6238706,598.0489369,4977.2403251,3.0,1300.828438,0.1674243
-44.5350095,1250408603571979547,347.830933,720.098023,-705.1169389,151683.0357692,142628.9261286,508.7669397,132684.9466895,2.0,13433.6776178,17.6740162
-44.6138557,1250408603571979678,2862.0867514,820.0186844,316.6686383,325654.3996706,300860.6078511,409.0125052,274529.7972652,4.0,25156.520023,29.2919059
-44.4741618,1250408603571979718,0.5418668,631.94993,2.7769657,-3251.8191095,-3559.1151539,446.1181785,-3910.057182,2.0,465.4446047,-0.6759148
-44.6101435,1250408603571979723,33.9420038,950.8963071,37.3308628,1198.7774643,-3191.1413729,668.8166823,-6649.7003089,2.0,5549.7118554,4.8668926
-44.6307729,1250408603571979344,162.3364708,867.0427456,-32.4196939,8943.8072563,152.4358197,369.9739998,-2460.299348,3.0,6389.9569683,7.9440412
-44.6134612,1250408603571979817,0.0817427,270.802262,0.4151497,1481.1840501,1421.455823,190.9043856,1371.5787055,2.0,77.5026825,-0.9582489
-44.540564,1250408603571979357,57.4823099,744.6716065,-24.8617294,4542.6913928,-109.5712739,521.3641569,-3468.1251992,2.0,5664.502735,6.4283845
-44.5365254,1250408603571979361,0.5089826,488.7322477,1.1498435,2527.4999969,2268.0943869,345.2380491,2034.2317381,2.0,348.7933307,-0.7002849
-44.6035144,1250408603571979316,4.7606738,218.7371857,17418.2833922,2840.4294517,2594.5041775,126.2795734,2208.461277,3.0,338.297342,0.3273583
-44.6135581,1250408603571979819,135.1856709,451.4162078,14.2948071,-7640.3229612,-11332.8401394,225.4462849,-15052.6006969,4.0,3036.0264307,4.314646
-44.6080027,1250408603571979455,82.6420025,462.0743582,1.7716418,3420.2921126,-943.9895874,258.7499054,-2533.4721172,3.0,3282.824933,3.9974093
-44.648678,1252554850269398478,13445.2434692,851.5871895,-406.6270746,323108.0169233,270603.435633,484.1716497,206474.801744,3.0,65444.5523644,63.7100154
-44.5451889,1252554850269397261,404499.3314352,824.7648536,-11.6025985,569818.1936019,157752.1913491,286.7635092,-7689.2633999,7.0,222555.189854,222.1465268
-44.5897864,1252554850269397430,115.3750696,435.0254713,0.0144408,2187.809822,-51.4565729,175.8395812,-2480.7516565,6.0,2006.2274795,3.5115042
-44.6036796,1252554850269397269,347.586297,934.1167203,2.7391473,16498.636066,5791.8879505,208.1759926,554.0795093,20.0,3915.8121339,2.7399936
-44.5736411,1252554850269397267,11.0191141,346.3402684,-0.7020311,-1498.0068511,-1990.5885493,144.5173754,-2921.5295381,5.0,611.2552906,0.7282284
-44.4782398,1252554850269397313,170.2169908,473.4829428,2.7696243,3170.1436622,602.9832275,188.9354724,-2580.2111215,6.0,2618.0554177,3.9124512
-44.4777389,1252554850269397266,48.4862613,288.2012291,-3.8974279,1596.368141,-187.4542371,199.0114383,-1263.9768758,2.0,2022.5693579,5.6331254
-44.5126106,1252554850269397263,59.8287197,450.6294108,-1.284843,1978.5076811,331.7615075,181.2425031,-1986.0077841,6.0,1431.2920486,2.172215
-44.480759,1252546054176374794,152.2269598,554.4691651,0.4629981,107.4122646,-3012.9305991,94.1450321,-4895.9951622,34.0,1220.1107201,0.9602641
-44.4906821,1252546054176374793,10394476.3803047,1522.4392317,238.1464821,1239157.0257265,294106.3055355,180.2359729,-468257.821465,57.0,574526.6674932,383.5582235
-44.5186798,1252554850269397251,5621.7012,630.8216792,279.6345556,130921.2421812,97571.9170659,446.0569298,64032.0535802,2.0,47297.7988479,74.3566674
-44.5267443,1252554850269397255,1350415.6603044,1178.7701788,-279.8997507,1143165.3454395,218741.1989597,321.9871199,-214261.0352662,12.0,430699.0024978,300.6361444
-44.5187032,1252554850269398474,4943.0612484,664.3580877,-352.1431069,171360.8555162,132432.7093426,464.3726846,105050.6819403,2.0,46888.3733972,64.3719368
-44.5014278,1252554850269397287,212.9135403,499.168628,0.0838923,3093.0364219,-359.8464968,181.5489674,-3258.773293,7.0,2982.5658613,4.9912414
-44.5129911,1252546054176374800,2643603.8240575,1307.7103504,709.0701314,4297032.1110694,102821.4526703,446.9216375,-75961.9277152,3.0,2488495.9901971,747.3055201
-44.5184212,1252554850269397286,297.6384654,408.6834529,13.111397,-9725.3828863,-14106.645838,234.5925931,-19490.950896,3.0,5040.5680213,9.3503954
-44.5239288,1252554850269397303,114.2151973,334.5383874,-2.0780724,1921.4591166,38.4893787,165.4145668,-1673.0082679,4.0,2047.5310399,5.36911
-44.5268644,1252554850269397304,591727.1615337,960.977639,97.1987877,383772.4041562,-166726.8040521,281.3799561,-348003.3411852,11.0,265886.277449,204.6221402
